"시군구명","시간대","분류","매출건수","매출금액합계","데이터기준일"
"김해시","10","자동차","94936","6755191807","20240101"
"김해시","10","주거생활","4896","401550455","20240101"
"김해시","11","교육","14046","559660540","20240101"
"김해시","11","기타","3589","232917313","20240101"
"김해시","11","내구재","3038","77689034","20240101"
"김해시","11","레포츠/문화/취미","29712","1695917312","20240101"
"김해시","11","서비스","12201","338265312","20240101"
"김해시","11","식생활","422803","6992475824","20240101"
"김해시","11","여행","126","2373400","20240101"
"김해시","11","유통","316766","6329900100","20240101"
"김해시","11","유흥","24","92700","20240101"
"김해시","11","의료/미용","234698","11220861825","20240101"
"김해시","11","의생활","3120","273156861","20240101"
"김해시","11","자동차","96171","7183205577","20240101"
"김해시","11","주거생활","3603","295417989","20240101"
"김해시","12","교육","6078","236853418","20240101"
"김해시","12","기타","5623","208407931","20240101"
"김해시","12","내구재","3943","122565963","20240101"
"김해시","12","레포츠/문화/취미","42827","2298346620","20240101"
"김해시","12","서비스","13048","219092830","20240101"
"김해시","12","식생활","849567","16438242955","20240101"
"김해시","12","여행","122","3250700","20240101"
"김해시","12","유통","418577","7261305837","20240101"
"김해시","12","유흥","192","648470","20240101"
"김해시","12","의료/미용","172451","7878407710","20240101"
"김해시","12","의생활","5039","386746328","20240101"
"김해시","12","자동차","96610","6603143219","20240101"
"김해시","12","주거생활","2624","161328388","20240101"
"김해시","13","교육","8036","352075704","20240101"
"김해시","13","기타","6023","307284891","20240101"
"김해시","13","내구재","4670","161082467","20240101"
"김해시","13","레포츠/문화/취미","49175","2071592304","20240101"
"김해시","13","서비스","16162","274378562","20240101"
"김해시","13","식생활","655257","13132930247","20240101"
"김해시","13","여행","165","5338900","20240101"
"김해시","13","유통","379094","7590507496","20240101"
"김해시","13","유흥","483","1705300","20240101"
"김해시","13","의료/미용","75427","4591946115","20240101"
"김해시","13","의생활","6108","463536544","20240101"
"김해시","13","자동차","102246","7149167614","20240101"
"김해시","13","주거생활","4402","306528435","20240101"
"김해시","14","교육","9813","620787042","20240101"
"김해시","14","기타","6236","432029660","20240101"
"김해시","14","내구재","4191","200863775","20240101"
"김해시","14","레포츠/문화/취미","53195","1788555915","20240101"
"김해시","14","서비스","17201","376621675","20240101"
"김해시","14","식생활","460094","8569750985","20240101"
"김해시","14","여행","241","11175600","20240101"
"김해시","14","유통","387289","8455616102","20240101"
"김해시","14","유흥","725","2625780","20240101"
"김해시","14","의료/미용","173142","7093081173","20240101"
"김해시","14","의생활","7911","626312085","20240101"
"김해시","14","자동차","105596","7545726344","20240101"
"김해시","14","주거생활","4286","326244237","20240101"
"김해시","15","교육","11991","928020710","20240101"
"김해시","15","기타","6777","394181560","20240101"
"김해시","15","내구재","4176","329002955","20240101"
"김해시","15","레포츠/문화/취미","60050","1950077133","20240101"
"김해시","15","서비스","17525","431724481","20240101"
"김해시","15","식생활","376695","5937303011","20240101"
"김해시","15","여행","355","12497700","20240101"
"김해시","15","유통","428665","9149475497","20240101"
"김해시","15","유흥","1139","5514100","20240101"
"김해시","15","의료/미용","197230","8154909805","20240101"
"김해시","15","의생활","8971","691734372","20240101"
"김해시","15","자동차","111288","8027238462","20240101"
"김해시","15","주거생활","3508","284292169","20240101"
"김해시","16","교육","13467","1116949013","20240101"
"김해시","16","기타","5957","308096902","20240101"
"김해시","16","내구재","3669","240322140","20240101"
"김해시","16","레포츠/문화/취미","66254","2375871893","20240101"
"김해시","16","서비스","17913","492197793","20240101"
"김해시","16","식생활","353609","5484391214","20240101"
"김해시","16","여행","733","38180100","20240101"
"김해시","16","유통","477848","9879282565","20240101"
"김해시","16","유흥","1337","9228100","20240101"
"김해시","16","의료/미용","205839","8012031232","20240101"
"김해시","16","의생활","9014","682969036","20240101"
"김해시","16","자동차","117401","8118014176","20240101"
"김해시","16","주거생활","2883","240969874","20240101"
"김해시","17","교육","12746","1213919997","20240101"
"김해시","17","기타","4946","220603044","20240101"
"김해시","17","내구재","2774","176961415","20240101"
"김해시","17","레포츠/문화/취미","68307","2859137985","20240101"
"김해시","17","서비스","15860","383841226","20240101"
"김해시","17","식생활","418682","7904402285","20240101"
"김해시","17","여행","1676","124493075","20240101"
"김해시","17","유통","542335","10321535742","20240101"
"김해시","17","유흥","1382","7034700","20240101"
"김해시","17","의료/미용","195328","6739723057","20240101"
"김해시","17","의생활","8106","553522217","20240101"
"김해시","17","자동차","124220","7796591030","20240101"
"김해시","17","주거생활","1478","108662648","20240101"
"김해시","18","교육","10927","1076846491","20240101"
"김해시","18","기타","2645","128282299","20240101"
"김해시","18","내구재","1340","55002410","20240101"
"김해시","18","레포츠/문화/취미","67597","2671304268","20240101"
"김해시","18","서비스","13393","267916103","20240101"
"김해시","18","식생활","534398","13485239562","20240101"
"김해시","18","여행","2130","140885590","20240101"
"김해시","18","유통","563758","9736192625","20240101"
"김해시","18","유흥","1753","14058415","20240101"
"김해시","18","의료/미용","124199","4158915507","20240101"
"김해시","18","의생활","6706","469364101","20240101"
"김해시","18","자동차","105077","6198252747","20240101"
"김해시","18","주거생활","131","4828590","20240101"
"김해시","19","교육","8663","844915395","20240101"
"김해시","19","기타","1024","53360015","20240101"
"김해시","19","내구재","909","5192668","20240101"
"김해시","19","레포츠/문화/취미","65431","1991503116","20240101"
"김해시","19","서비스","10218","159852716","20240101"
"김해시","19","식생활","554339","18627392079","20240101"
"김해시","19","여행","1416","84823750","20240101"
"김해시","19","유통","494017","8052437187","20240101"
"김해시","19","유흥","3381","57481015","20240101"
"김해시","19","의료/미용","58403","2344854790","20240101"
"김해시","19","의생활","4939","315940490","20240101"
"김해시","19","자동차","75467","4236806387","20240101"
"김해시","19","주거생활","27","650800","20240101"
"김해시","20","교육","6646","579452696","20240101"
"김해시","20","기타","341","18431020","20240101"
"김해시","20","내구재","747","3814400","20240101"
"김해시","20","레포츠/문화/취미","60497","1289287670","20240101"
"김해시","20","서비스","7412","67789502","20240101"
"김해시","20","식생활","441003","16914633207","20240101"
"김해시","20","여행","1023","56713080","20240101"
"김해시","20","유통","444928","6251774658","20240101"
"김해시","20","유흥","6133","176787700","20240101"
"김해시","20","의료/미용","28477","1386597856","20240101"
"김해시","20","의생활","2542","138084040","20240101"
"김해시","20","자동차","56977","3037393823","20240101"
"김해시","20","주거생활","3","100000","20240101"
"김해시","21","교육","3610","439660140","20240101"
"김해시","21","기타","166","6500300","20240101"
"김해시","21","내구재","479","446230","20240101"
"김해시","21","레포츠/문화/취미","52923","760849270","20240101"
"김해시","21","서비스","6468","49577150","20240101"
"김해시","21","식생활","274085","10166976613","20240101"
"김해시","21","여행","745","39590300","20240101"
"김해시","21","유통","374597","4501397654","20240101"
"김해시","21","유흥","8940","468663492","20240101"
"김해시","21","의료/미용","9508","372842422","20240101"
"김해시","21","의생활","505","22783210","20240101"
"김해시","21","자동차","37331","1989693425","20240101"
"김해시","22","교육","470","96320790","20240101"
"김해시","22","기타","113","3516900","20240101"
"김해시","22","내구재","216","172080","20240101"
"김해시","22","레포츠/문화/취미","42692","479767406","20240101"
"김해시","22","서비스","5118","27383416","20240101"
"김해시","22","식생활","150845","5594516151","20240101"
"김해시","22","여행","566","35809500","20240101"
"김해시","22","유통","271109","2700885468","20240101"
"김해시","22","유흥","9880","761506463","20240101"
"김해시","22","의료/미용","1532","64613170","20240101"
"김해시","22","자동차","17679","980993011","20240101"
"김해시","22","주거생활","3","41000","20240101"
"김해시","23","교육","134","14635700","20240101"
"김해시","23","기타","72","3280000","20240101"
"김해시","23","내구재","104","78860","20240101"
"김해시","23","레포츠/문화/취미","32453","287118310","20240101"
"김해시","23","서비스","3825","16851270","20240101"
"김해시","23","식생활","85020","3464028290","20240101"
"김해시","23","여행","349","23667350","20240101"
"김해시","23","유통","173418","1471562978","20240101"
"김해시","23","유흥","9302","940580000","20240101"
"김해시","23","의료/미용","90","4014251","20240101"
"김해시","23","자동차","6603","384390171","20240101"
"김해시","23","주거생활","3","75000","20240101"
"밀양시","0","레포츠/문화/취미","648","4381600","20240101"
"밀양시","0","서비스","435","2478500","20240101"
"밀양시","0","식생활","3476","141140150","20240101"
"밀양시","0","여행","22","740000","20240101"
"밀양시","0","유통","11046","98328170","20240101"
"밀양시","0","유흥","460","42156000","20240101"
"밀양시","0","의료/미용","3","106080","20240101"
"밀양시","0","자동차","85","4951613","20240101"
"밀양시","1","레포츠/문화/취미","314","1648700","20240101"
"밀양시","1","서비스","292","1523000","20240101"
"밀양시","1","식생활","1489","63700000","20240101"
"밀양시","1","여행","12","710000","20240101"
"밀양시","1","유통","5648","49407730","20240101"
"밀양시","1","유흥","241","24236500","20240101"
"밀양시","1","의료/미용","3","136650","20240101"
"밀양시","1","자동차","39","1519564","20240101"
"밀양시","2","레포츠/문화/취미","147","895600","20240101"
"밀양시","2","서비스","232","1369700","20240101"
"밀양시","2","식생활","365","11397500","20240101"
"밀양시","2","여행","3","120000","20240101"
"밀양시","2","유통","3451","31426130","20240101"
"밀양시","2","유흥","55","4709000","20240101"
"밀양시","2","자동차","15","296829","20240101"
"밀양시","3","레포츠/문화/취미","102","563100","20240101"
"밀양시","3","서비스","111","667400","20240101"
"밀양시","3","식생활","108","2426300","20240101"
"밀양시","3","유통","2244","16994580","20240101"
"밀양시","3","유흥","20","2865000","20240101"
"밀양시","3","자동차","3","84000","20240101"
"밀양시","4","레포츠/문화/취미","35","225600","20240101"
"밀양시","4","서비스","38","162200","20240101"
"밀양시","4","식생활","14","380900","20240101"
"밀양시","4","유통","1343","13292270","20240101"
"밀양시","4","자동차","24","2334396","20240101"
"밀양시","5","레포츠/문화/취미","33","3474700","20240101"
"밀양시","5","서비스","55","340800","20240101"
"밀양시","5","식생활","21","178100","20240101"
"밀양시","5","유통","2496","25021230","20240101"
"밀양시","5","의료/미용","9","250230","20240101"
"밀양시","5","자동차","122","8947926","20240101"
"밀양시","6","레포츠/문화/취미","279","31877500","20240101"
"밀양시","6","서비스","6","18500","20240101"
"밀양시","6","식생활","260","3720670","20240101"
"밀양시","6","유통","9482","104794160","20240101"
"밀양시","6","의료/미용","63","656000","20240101"
"밀양시","6","자동차","1316","110070431","20240101"
"밀양시","7","레포츠/문화/취미","701","67174000","20240101"
"밀양시","7","서비스","32","386800","20240101"
"밀양시","7","식생활","1814","19325206","20240101"
"밀양시","7","여행","4","167000","20240101"
"밀양시","7","유통","25294","249328440","20240101"
"밀양시","7","의료/미용","111","1576000","20240101"
"밀양시","7","자동차","3340","224644959","20240101"
"밀양시","7","주거생활","43","5720910","20240101"
"밀양시","8","교육","17","3059000","20240101"
"밀양시","8","기타","27","5266000","20240101"
"밀양시","8","내구재","18","3437570","20240101"
"밀양시","8","레포츠/문화/취미","1038","56287600","20240101"
"밀양시","8","서비스","112","898750","20240101"
"밀양시","8","식생활","5597","136702968","20240101"
"밀양시","8","유통","31652","356878231","20240101"
"밀양시","8","의료/미용","747","13135020","20240101"
"밀양시","8","자동차","4850","311372649","20240101"
"밀양시","8","주거생활","98","6041270","20240101"
"밀양시","9","교육","35","6595400","20240101"
"밀양시","9","기타","313","21260992","20240101"
"밀양시","9","내구재","21","2625050","20240101"
"밀양시","9","레포츠/문화/취미","1142","45186900","20240101"
"밀양시","9","서비스","414","8045180","20240101"
"밀양시","9","식생활","10179","122512380","20240101"
"밀양시","9","여행","43","1137000","20240101"
"밀양시","9","유통","29284","475586460","20240101"
"밀양시","9","의료/미용","15237","548234706","20240101"
"밀양시","9","의생활","3","166000","20240101"
"밀양시","9","자동차","6014","388070789","20240101"
"밀양시","9","주거생활","202","8489650","20240101"
"밀양시","10","교육","1384","102441760","20240101"
"밀양시","10","기타","128","14242712","20240101"
"밀양시","10","내구재","34","3072915","20240101"
"밀양시","10","레포츠/문화/취미","2010","113434950","20240101"
"밀양시","10","서비스","518","13590140","20240101"
"밀양시","10","식생활","14741","304328108","20240101"
"밀양시","10","여행","106","4309300","20240101"
"밀양시","10","유통","37244","725166812","20240101"
"밀양시","10","유흥","3","7000","20240101"
"밀양시","10","의료/미용","19517","992013370","20240101"
"밀양시","10","의생활","40","3496000","20240101"
"밀양시","10","자동차","6954","451115216","20240101"
"밀양시","10","주거생활","190","15826891","20240101"
"밀양시","11","교육","395","34338800","20240101"
"밀양시","11","기타","68","3468244","20240101"
"밀양시","11","내구재","71","14885510","20240101"
"밀양시","11","레포츠/문화/취미","6327","679205169","20240101"
"밀양시","11","서비스","797","21133610","20240101"
"밀양시","11","식생활","43604","929313376","20240101"
"밀양시","11","여행","309","5198300","20240101"
"밀양시","11","유통","43831","860758831","20240101"
"밀양시","11","의료/미용","19857","830628222","20240101"
"밀양시","11","의생활","133","13129400","20240101"
"밀양시","11","자동차","7115","480589178","20240101"
"밀양시","11","주거생활","171","5974890","20240101"
"밀양시","12","교육","3","35000","20240101"
"밀양시","12","기타","88","10405330","20240101"
"밀양시","12","내구재","53","7014760","20240101"
"밀양시","12","레포츠/문화/취미","9657","1135110410","20240101"
"밀양시","12","서비스","654","13148572","20240101"
"밀양시","12","식생활","116067","2923449036","20240101"
"밀양시","12","여행","385","6752000","20240101"
"밀양시","12","유통","59738","927997900","20240101"
"밀양시","12","유흥","7","11000","20240101"
"밀양시","12","의료/미용","10884","488357777","20240101"
"밀양시","12","의생활","203","24511320","20240101"
"밀양시","12","자동차","7485","470757715","20240101"
"밀양시","12","주거생활","145","4969440","20240101"
"밀양시","13","교육","38","1182760","20240101"
"밀양시","13","기타","210","14488276","20240101"
"밀양시","13","내구재","55","8532500","20240101"
"밀양시","13","레포츠/문화/취미","8147","805530980","20240101"
"밀양시","13","서비스","1198","22116520","20240101"
"밀양시","13","식생활","81714","2311473605","20240101"
"밀양시","13","여행","424","7864810","20240101"
"밀양시","13","유통","49436","953052688","20240101"
"밀양시","13","유흥","24","52000","20240101"
"밀양시","13","의료/미용","5292","240418660","20240101"
"밀양시","13","의생활","287","26705000","20240101"
"밀양시","13","자동차","7745","470523359","20240101"
"밀양시","13","주거생활","206","9046540","20240101"
"밀양시","14","교육","29","1239800","20240101"
"밀양시","14","기타","139","14179855","20240101"
"밀양시","14","내구재","97","12347430","20240101"
"밀양시","14","레포츠/문화/취미","3655","193044580","20240101"
"밀양시","14","서비스","1445","29099100","20240101"
"밀양시","14","식생활","51293","1304156547","20240101"
"밀양시","14","여행","514","7878800","20240101"
"밀양시","14","유통","51666","1078563670","20240101"
"밀양시","14","유흥","30","71500","20240101"
"밀양시","14","의료/미용","15198","524328276","20240101"
"밀양시","14","의생활","361","33880690","20240101"
"밀양시","14","자동차","8009","525839935","20240101"
"밀양시","14","주거생활","142","15827830","20240101"
"밀양시","15","교육","59","3425700","20240101"
"밀양시","15","기타","177","21581650","20240101"
"밀양시","15","내구재","66","13632850","20240101"
"밀양시","15","레포츠/문화/취미","3281","114875368","20240101"
"밀양시","15","서비스","1434","31523880","20240101"
"밀양시","15","식생활","35490","814289130","20240101"
"밀양시","15","여행","519","11544000","20240101"
"밀양시","15","유통","55147","1111826870","20240101"
"밀양시","15","유흥","31","75500","20240101"
"밀양시","15","의료/미용","15878","538449903","20240101"
"밀양시","15","의생활","367","36727010","20240101"
"밀양시","15","자동차","8372","558246070","20240101"
"밀양시","15","주거생활","138","6561170","20240101"
"밀양시","16","교육","86","10475450","20240101"
"밀양시","16","기타","85","12017640","20240101"
"밀양시","16","내구재","43","15537650","20240101"
"밀양시","16","레포츠/문화/취미","6577","547356643","20240101"
"밀양시","16","서비스","1153","31697575","20240101"
"밀양시","16","식생활","29107","574578995","20240101"
"밀양시","16","여행","343","9059100","20240101"
"밀양시","16","유통","56159","1104834802","20240101"
"밀양시","16","유흥","58","147000","20240101"
"밀양시","16","의료/미용","15961","491851400","20240101"
"밀양시","16","의생활","366","42769319","20240101"
"밀양시","16","자동차","8824","646244327","20240101"
"밀양시","16","주거생활","98","8468170","20240101"
"밀양시","17","교육","72","11037770","20240101"
"밀양시","17","기타","69","5222060","20240101"
"밀양시","17","내구재","61","6149560","20240101"
"밀양시","17","레포츠/문화/취미","9216","965065130","20240101"
"밀양시","17","서비스","920","13689620","20240101"
"밀양시","17","식생활","35597","817740110","20240101"
"밀양시","17","여행","340","23135500","20240101"
"밀양시","17","유통","64681","1188649502","20240101"
"밀양시","17","유흥","37","76000","20240101"
"밀양시","17","의료/미용","12233","352751170","20240101"
"밀양시","17","의생활","213","21810020","20240101"
"밀양시","17","자동차","8780","602924939","20240101"
"밀양시","17","주거생활","49","1279410","20240101"
"밀양시","18","교육","42","4770830","20240101"
"밀양시","18","기타","19","2730500","20240101"
"밀양시","18","내구재","32","4875500","20240101"
"밀양시","18","레포츠/문화/취미","6183","507073510","20240101"
"밀양시","18","서비스","1015","7060362","20240101"
"밀양시","18","식생활","49508","1459685661","20240101"
"밀양시","18","여행","213","13405400","20240101"
"밀양시","18","유통","67037","1096840940","20240101"
"밀양시","18","유흥","72","414000","20240101"
"밀양시","18","의료/미용","2992","122243530","20240101"
"밀양시","18","의생활","172","15739400","20240101"
"밀양시","18","자동차","7015","415563452","20240101"
"밀양시","18","주거생활","3","25000","20240101"
"밀양시","19","교육","19","884700","20240101"
"밀양시","19","기타","10","2338400","20240101"
"밀양시","19","레포츠/문화/취미","2956","90933540","20240101"
"밀양시","19","서비스","1157","12198800","20240101"
"밀양시","19","식생활","49907","1958139274","20240101"
"밀양시","19","여행","108","6172700","20240101"
"밀양시","19","유통","54269","876749264","20240101"
"밀양시","19","유흥","214","1931000","20240101"
"밀양시","19","의료/미용","1035","31869640","20240101"
"밀양시","19","의생활","34","2291600","20240101"
"밀양시","19","자동차","4180","250324384","20240101"
"밀양시","20","교육","3","650000","20240101"
"밀양시","20","기타","6","1469300","20240101"
"밀양시","20","레포츠/문화/취미","2822","34899830","20240101"
"밀양시","20","서비스","1178","6692200","20240101"
"밀양시","20","식생활","34194","1509013707","20240101"
"밀양시","20","여행","50","5381800","20240101"
"밀양시","20","유통","46715","728689625","20240101"
"밀양시","20","유흥","342","9189500","20240101"
"밀양시","20","의료/미용","261","8822940","20240101"
"밀양시","20","의생활","3","558200","20240101"
"밀양시","20","자동차","2462","143602667","20240101"
"밀양시","21","기타","4","20500","20240101"
"밀양시","21","레포츠/문화/취미","2334","27985450","20240101"
"밀양시","21","서비스","929","5335100","20240101"
"밀양시","21","식생활","19308","789577310","20240101"
"밀양시","21","여행","38","1743300","20240101"
"밀양시","21","유통","38944","546033700","20240101"
"밀양시","21","유흥","460","19052173","20240101"
"밀양시","21","의료/미용","64","2584660","20240101"
"밀양시","21","자동차","1498","88646220","20240101"
"밀양시","22","레포츠/문화/취미","1507","14792710","20240101"
"밀양시","22","서비스","797","4452900","20240101"
"밀양시","22","식생활","10813","448165930","20240101"
"밀양시","22","여행","19","1185000","20240101"
"밀양시","22","유통","26992","265713193","20240101"
"밀양시","22","유흥","640","50037033","20240101"
"밀양시","22","의료/미용","6","445000","20240101"
"밀양시","22","자동차","571","37417883","20240101"
"밀양시","23","기타","3","1403000","20240101"
"밀양시","23","레포츠/문화/취미","1030","6602710","20240101"
"밀양시","23","서비스","597","3376400","20240101"
"밀양시","23","식생활","6630","268719474","20240101"
"밀양시","23","여행","13","850000","20240101"
"밀양시","23","유통","15925","149687780","20240101"
"밀양시","23","유흥","623","52389000","20240101"
"밀양시","23","의료/미용","6","228680","20240101"
"밀양시","23","자동차","340","25224315","20240101"
"거제시","0","레포츠/문화/취미","6834","55846250","20240101"
"거제시","0","서비스","1150","2651500","20240101"
"거제시","0","식생활","16664","836972358","20240101"
"거제시","0","여행","106","19468200","20240101"
"거제시","0","유통","38152","334235740","20240101"
"거제시","0","유흥","5497","676429037","20240101"
"거제시","0","의료/미용","91","6158140","20240101"
"거제시","0","자동차","279","4535525","20240101"
"거제시","1","레포츠/문화/취미","4568","31839012","20240101"
"거제시","1","서비스","1089","2436000","20240101"
"거제시","1","식생활","8960","429869821","20240101"
"거제시","1","여행","72","4669640","20240101"
"거제시","1","유통","22251","199582910","20240101"
"거제시","1","유흥","3630","454963144","20240101"
"거제시","1","의료/미용","39","1940840","20240101"
"거제시","1","자동차","79","1305950","20240101"
"거제시","2","레포츠/문화/취미","3079","21701200","20240101"
"거제시","2","서비스","865","1570000","20240101"
"거제시","2","식생활","4800","223926300","20240101"
"거제시","2","여행","74","3805000","20240101"
"거제시","2","유통","14677","127366490","20240101"
"거제시","2","유흥","1906","250603500","20240101"
"거제시","2","의료/미용","13","906440","20240101"
"거제시","2","자동차","39","645779","20240101"
"거제시","3","레포츠/문화/취미","1927","14837600","20240101"
"거제시","3","서비스","658","1131000","20240101"
"거제시","3","식생활","2770","123420240","20240101"
"거제시","3","여행","26","1525000","20240101"
"거제시","3","유통","10038","86616178","20240101"
"거제시","3","유흥","692","89184000","20240101"
"거제시","3","의료/미용","19","1159250","20240101"
"거제시","3","자동차","12","270600","20240101"
"거제시","4","레포츠/문화/취미","1257","10626100","20240101"
"거제시","4","서비스","411","692000","20240101"
"거제시","4","식생활","1437","68005175","20240101"
"거제시","4","여행","9","470000","20240101"
"거제시","4","유통","8285","73009400","20240101"
"거제시","4","유흥","175","29245200","20240101"
"거제시","4","의료/미용","11","793980","20240101"
"거제시","4","자동차","13","604997","20240101"
"거제시","5","레포츠/문화/취미","811","13553100","20240101"
"거제시","5","서비스","111","209000","20240101"
"거제시","5","식생활","1232","41645070","20240101"
"거제시","5","여행","3","160000","20240101"
"거제시","5","유통","25147","213835542","20240101"
"거제시","5","유흥","34","5898300","20240101"
"거제시","5","의료/미용","105","2462950","20240101"
"거제시","5","자동차","892","48327559","20240101"
"거제시","6","기타","3","21100","20240101"
"거제시","6","레포츠/문화/취미","1022","29007000","20240101"
"거제시","6","서비스","73","171500","20240101"
"거제시","6","식생활","3244","60137899","20240101"
"거제시","6","여행","123","10522400","20240101"
"거제시","6","유통","108191","852069592","20240101"
"거제시","6","의료/미용","379","10479000","20240101"
"거제시","6","자동차","12161","600784975","20240101"
"거제시","6","주거생활","19","725400","20240101"
"거제시","7","기타","62","4096080","20240101"
"거제시","7","내구재","69","685080","20240101"
"거제시","7","레포츠/문화/취미","1346","33685600","20240101"
"거제시","7","서비스","21","148000","20240101"
"거제시","7","식생활","12374","183547472","20240101"
"거제시","7","여행","2575","196864400","20240101"
"거제시","7","유통","132330","992334410","20240101"
"거제시","7","유흥","4","610000","20240101"
"거제시","7","의료/미용","433","8071290","20240101"
"거제시","7","자동차","18400","969149731","20240101"
"거제시","7","주거생활","642","30658300","20240101"
"거제시","8","교육","125","1845520","20240101"
"거제시","8","기타","446","18876080","20240101"
"거제시","8","내구재","179","1973210","20240101"
"거제시","8","레포츠/문화/취미","2687","73970950","20240101"
"거제시","8","서비스","53","1508150","20240101"
"거제시","8","식생활","38860","489134270","20240101"
"거제시","8","여행","4935","434864188","20240101"
"거제시","8","유통","88348","859587720","20240101"
"거제시","8","의료/미용","12742","446102792","20240101"
"거제시","8","의생활","3","58300","20240101"
"거제시","8","자동차","24818","1251891236","20240101"
"거제시","8","주거생활","1385","66865513","20240101"
"거제시","9","교육","670","25067920","20240101"
"거제시","9","기타","6063","237915116","20240101"
"거제시","9","내구재","293","13993370","20240101"
"거제시","9","레포츠/문화/취미","6111","147156245","20240101"
"거제시","9","서비스","762","52534230","20240101"
"거제시","9","식생활","69232","930238844","20240101"
"거제시","9","여행","7613","924113456","20240101"
"거제시","9","유통","111791","1781844448","20240101"
"거제시","9","의료/미용","86029","3067094118","20240101"
"거제시","9","의생활","82","3631300","20240101"
"거제시","9","자동차","32449","1666033612","20240101"
"거제시","9","주거생활","2545","125441213","20240101"
"거제시","10","교육","39651","1463891808","20240101"
"거제시","10","기타","2565","138261448","20240101"
"거제시","10","내구재","986","29797400","20240101"
"거제시","10","레포츠/문화/취미","10111","336261861","20240101"
"거제시","10","서비스","2099","137424970","20240101"
"거제시","10","식생활","101823","1576326238","20240101"
"거제시","10","여행","13658","1677372119","20240101"
"거제시","10","유통","145523","2659093085","20240101"
"거제시","10","유흥","12","36000","20240101"
"거제시","10","의료/미용","117170","4637331736","20240101"
"거제시","10","의생활","1309","87369030","20240101"
"거제시","10","자동차","38992","1894017459","20240101"
"거제시","10","주거생활","2834","126838504","20240101"
"거제시","11","교육","12109","451371150","20240101"
"거제시","11","기타","2241","113086960","20240101"
"거제시","11","내구재","1368","63135850","20240101"
"거제시","11","레포츠/문화/취미","19375","820110809","20240101"
"거제시","11","서비스","2353","131609294","20240101"
"거제시","11","식생활","188590","3826723497","20240101"
"거제시","11","여행","11325","934788786","20240101"
"거제시","11","유통","172287","3504684136","20240101"
"거제시","11","유흥","157","875000","20240101"
"거제시","11","의료/미용","120064","4614532284","20240101"
"거제시","11","의생활","3579","247873395","20240101"
"거제시","11","자동차","42418","2000267227","20240101"
"거제시","11","주거생활","2684","109712717","20240101"
"거제시","12","교육","3195","55455560","20240101"
"거제시","12","기타","2205","88915220","20240101"
"거제시","12","내구재","1703","39649930","20240101"
"거제시","12","레포츠/문화/취미","24339","991026925","20240101"
"거제시","12","서비스","2118","99785450","20240101"
"거제시","12","식생활","392197","9391913459","20240101"
"거제시","12","여행","9522","398162028","20240101"
"거제시","12","유통","254089","4147347314","20240101"
"거제시","12","유흥","462","2083000","20240101"
"거제시","12","의료/미용","82220","3062594526","20240101"
"거제시","12","의생활","4619","327815620","20240101"
"거제시","12","자동차","44087","1839909740","20240101"
"거제시","12","주거생활","2456","87172370","20240101"
"거제시","13","교육","3935","99929625","20240101"
"거제시","13","기타","2277","101987795","20240101"
"거제시","13","내구재","1912","51329800","20240101"
"거제시","13","레포츠/문화/취미","24053","883669220","20240101"
"거제시","13","서비스","2248","124546609","20240101"
"거제시","13","식생활","299713","7300925397","20240101"
"거제시","13","여행","9223","464072361","20240101"
"거제시","13","유통","195426","4107957142","20240101"
"거제시","13","유흥","885","3770060","20240101"
"거제시","13","의료/미용","37593","1476435922","20240101"
"거제시","13","의생활","5460","415137125","20240101"
"거제시","13","자동차","43520","1915483445","20240101"
"거제시","13","주거생활","2618","98403191","20240101"
"거제시","14","교육","4629","152281631","20240101"
"거제시","14","기타","2858","167978840","20240101"
"거제시","14","내구재","2025","121230310","20240101"
"거제시","14","레포츠/문화/취미","24600","803757119","20240101"
"거제시","14","서비스","2863","144950860","20240101"
"거제시","14","식생활","216763","4887283591","20240101"
"거제시","14","여행","9036","458137167","20240101"
"거제시","14","유통","212005","4712874757","20240101"
"거제시","14","유흥","1271","5924070","20240101"
"거제시","14","의료/미용","88521","2715529008","20240101"
"거제시","14","의생활","6033","448665220","20240101"
"거제시","14","자동차","44870","2026457435","20240101"
"거제시","14","주거생활","2521","100273958","20240101"
"거제시","15","교육","5631","226040548","20240101"
"거제시","15","기타","3105","140767120","20240101"
"거제시","15","내구재","2124","67939810","20240101"
"거제시","15","레포츠/문화/취미","25740","783670862","20240101"
"거제시","15","서비스","2865","163154199","20240101"
"거제시","15","식생활","172186","3389583574","20240101"
"거제시","15","여행","9005","461401789","20240101"
"거제시","15","유통","242001","5246314297","20240101"
"거제시","15","유흥","1464","8104040","20240101"
"거제시","15","의료/미용","98780","3477772052","20240101"
"거제시","15","의생활","6711","526451759","20240101"
"거제시","15","자동차","45055","2030928075","20240101"
"거제시","15","주거생활","2567","96209420","20240101"
"거제시","16","교육","6091","282560920","20240101"
"거제시","16","기타","3656","142631300","20240101"
"거제시","16","내구재","2149","62273960","20240101"
"거제시","16","레포츠/문화/취미","25949","844154181","20240101"
"거제시","16","서비스","2755","130976145","20240101"
"거제시","16","식생활","153437","2807827848","20240101"
"거제시","16","여행","7992","334596742","20240101"
"거제시","16","유통","258495","5430271687","20240101"
"거제시","16","유흥","1627","7994500","20240101"
"거제시","16","의료/미용","97843","3189006993","20240101"
"거제시","16","의생활","5833","447285925","20240101"
"거제시","16","자동차","44071","2009041680","20240101"
