"시군구명","시간대","분류","매출건수","매출금액합계","데이터기준일"
"창원시 마산회원구","20","여행","54","3285000","20240101"
"창원시 마산회원구","20","유통","124537","1524753800","20240101"
"창원시 마산회원구","20","유흥","1754","54319690","20240101"
"창원시 마산회원구","20","의료/미용","7240","393135184","20240101"
"창원시 마산회원구","20","의생활","441","27088357","20240101"
"창원시 마산회원구","20","자동차","15101","779593397","20240101"
"창원시 마산회원구","21","교육","1347","107652955","20240101"
"창원시 마산회원구","21","기타","141","3396200","20240101"
"창원시 마산회원구","21","내구재","39","159650","20240101"
"창원시 마산회원구","21","레포츠/문화/취미","14253","196089012","20240101"
"창원시 마산회원구","21","서비스","222","5572230","20240101"
"창원시 마산회원구","21","식생활","70946","2476863981","20240101"
"창원시 마산회원구","21","여행","80","3167000","20240101"
"창원시 마산회원구","21","유통","106926","1202776437","20240101"
"창원시 마산회원구","21","유흥","2487","116791550","20240101"
"창원시 마산회원구","21","의료/미용","2797","231731177","20240101"
"창원시 마산회원구","21","의생활","64","3126400","20240101"
"창원시 마산회원구","21","자동차","9476","478428750","20240101"
"창원시 마산회원구","22","교육","199","26619550","20240101"
"창원시 마산회원구","22","기타","12","49300","20240101"
"창원시 마산회원구","22","내구재","14","13200","20240101"
"창원시 마산회원구","22","레포츠/문화/취미","11051","117103580","20240101"
"창원시 마산회원구","22","서비스","81","722900","20240101"
"창원시 마산회원구","22","식생활","38641","1461707879","20240101"
"창원시 마산회원구","22","여행","57","2683000","20240101"
"창원시 마산회원구","22","유통","79644","748754734","20240101"
"창원시 마산회원구","22","유흥","2964","196243361","20240101"
"창원시 마산회원구","22","의료/미용","710","50543076","20240101"
"창원시 마산회원구","22","자동차","3095","152339061","20240101"
"창원시 마산회원구","23","교육","36","7278580","20240101"
"창원시 마산회원구","23","기타","20","1847300","20240101"
"창원시 마산회원구","23","내구재","14","6100","20240101"
"창원시 마산회원구","23","레포츠/문화/취미","8405","71858920","20240101"
"창원시 마산회원구","23","서비스","27","197500","20240101"
"창원시 마산회원구","23","식생활","22297","922685243","20240101"
"창원시 마산회원구","23","여행","67","3132000","20240101"
"창원시 마산회원구","23","유통","50499","397728893","20240101"
"창원시 마산회원구","23","유흥","2792","241822200","20240101"
"창원시 마산회원구","23","의료/미용","155","17509378","20240101"
"창원시 마산회원구","23","자동차","295","11912314","20240101"
"창원시 진해구","0","교육","4","250000","20240101"
"창원시 진해구","0","기타","990","832930","20240101"
"창원시 진해구","0","내구재","4","1400","20240101"
"창원시 진해구","0","레포츠/문화/취미","5403","40251720","20240101"
"창원시 진해구","0","서비스","51","332200","20240101"
"창원시 진해구","0","식생활","16423","689027917","20240101"
"창원시 진해구","0","여행","74","4778000","20240101"
"창원시 진해구","0","유통","38869","335683520","20240101"
"창원시 진해구","0","유흥","3076","348427410","20240101"
"창원시 진해구","0","의료/미용","15","1218300","20240101"
"창원시 진해구","0","자동차","5268","271442279","20240101"
"창원시 진해구","1","기타","514","448628","20240101"
"창원시 진해구","1","내구재","10","4750","20240101"
"창원시 진해구","1","레포츠/문화/취미","3402","26130850","20240101"
"창원시 진해구","1","서비스","30","128600","20240101"
"창원시 진해구","1","식생활","8868","377341846","20240101"
"창원시 진해구","1","여행","37","2233000","20240101"
"창원시 진해구","1","유통","23991","203756850","20240101"
"창원시 진해구","1","유흥","1923","249038682","20240101"
"창원시 진해구","1","의료/미용","13","734520","20240101"
"창원시 진해구","1","자동차","3062","151240507","20240101"
"창원시 진해구","2","기타","461","441726","20240101"
"창원시 진해구","2","내구재","13","9450","20240101"
"창원시 진해구","2","레포츠/문화/취미","1762","12285370","20240101"
"창원시 진해구","2","서비스","6","28200","20240101"
"창원시 진해구","2","식생활","4501","178621380","20240101"
"창원시 진해구","2","여행","23","1284000","20240101"
"창원시 진해구","2","유통","15987","134971030","20240101"
"창원시 진해구","2","유흥","959","119270700","20240101"
"창원시 진해구","2","의료/미용","6","397260","20240101"
"창원시 진해구","2","자동차","2008","111082246","20240101"
"창원시 진해구","3","기타","260","216700","20240101"
"창원시 진해구","3","레포츠/문화/취미","899","6895700","20240101"
"창원시 진해구","3","서비스","13","60100","20240101"
"창원시 진해구","3","식생활","2119","78921633","20240101"
"창원시 진해구","3","여행","34","1953000","20240101"
"창원시 진해구","3","유통","10114","93861280","20240101"
"창원시 진해구","3","유흥","296","40284100","20240101"
"창원시 진해구","3","의료/미용","6","378000","20240101"
"창원시 진해구","3","자동차","1669","96450575","20240101"
"창원시 진해구","4","기타","150","121400","20240101"
"창원시 진해구","4","내구재","3","2400","20240101"
"창원시 진해구","4","레포츠/문화/취미","561","7499900","20240101"
"창원시 진해구","4","서비스","11","45000","20240101"
"창원시 진해구","4","식생활","1041","36511660","20240101"
"창원시 진해구","4","여행","7","545000","20240101"
"창원시 진해구","4","유통","9841","90046160","20240101"
"창원시 진해구","4","유흥","103","18521000","20240101"
"창원시 진해구","4","의료/미용","12","471990","20240101"
"창원시 진해구","4","자동차","2813","180211707","20240101"
"창원시 진해구","5","교육","3","85000","20240101"
"창원시 진해구","5","기타","277","224950","20240101"
"창원시 진해구","5","레포츠/문화/취미","1674","57493800","20240101"
"창원시 진해구","5","식생활","948","26207700","20240101"
"창원시 진해구","5","유통","17776","158789910","20240101"
"창원시 진해구","5","유흥","4","571900","20240101"
"창원시 진해구","5","의료/미용","102","6595240","20240101"
"창원시 진해구","5","자동차","5925","369948951","20240101"
"창원시 진해구","6","교육","59","780250","20240101"
"창원시 진해구","6","기타","867","685250","20240101"
"창원시 진해구","6","레포츠/문화/취미","4404","180595112","20240101"
"창원시 진해구","6","서비스","8","6500","20240101"
"창원시 진해구","6","식생활","7945","76007240","20240101"
"창원시 진해구","6","유통","52192","453322260","20240101"
"창원시 진해구","6","유흥","3","190000","20240101"
"창원시 진해구","6","의료/미용","342","6791700","20240101"
"창원시 진해구","6","자동차","14784","893728906","20240101"
"창원시 진해구","6","주거생활","10","358100","20240101"
"창원시 진해구","7","교육","33","433000","20240101"
"창원시 진해구","7","기타","3310","4194600","20240101"
"창원시 진해구","7","내구재","3","65450","20240101"
"창원시 진해구","7","레포츠/문화/취미","4355","183162100","20240101"
"창원시 진해구","7","서비스","24","40900","20240101"
"창원시 진해구","7","식생활","19742","154352260","20240101"
"창원시 진해구","7","여행","6","405000","20240101"
"창원시 진해구","7","유통","81901","655554090","20240101"
"창원시 진해구","7","의료/미용","427","13933800","20240101"
"창원시 진해구","7","자동차","20157","1191124042","20240101"
"창원시 진해구","7","주거생활","127","5638730","20240101"
"창원시 진해구","8","교육","67","3511600","20240101"
"창원시 진해구","8","기타","3667","14071260","20240101"
"창원시 진해구","8","레포츠/문화/취미","3886","66733050","20240101"
"창원시 진해구","8","서비스","153","2459600","20240101"
"창원시 진해구","8","식생활","36714","311165475","20240101"
"창원시 진해구","8","여행","7","233000","20240101"
"창원시 진해구","8","유통","71648","622498595","20240101"
"창원시 진해구","8","의료/미용","2692","54088730","20240101"
"창원시 진해구","8","의생활","3","67000","20240101"
"창원시 진해구","8","자동차","29182","1743808192","20240101"
"창원시 진해구","8","주거생활","660","36974540","20240101"
"창원시 진해구","9","교육","208","10705060","20240101"
"창원시 진해구","9","기타","6493","144600464","20240101"
"창원시 진해구","9","내구재","49","913250","20240101"
"창원시 진해구","9","레포츠/문화/취미","7759","107607880","20240101"
"창원시 진해구","9","서비스","911","52971170","20240101"
"창원시 진해구","9","식생활","55214","559929568","20240101"
"창원시 진해구","9","여행","8","150500","20240101"
"창원시 진해구","9","유통","75725","1132836939","20240101"
"창원시 진해구","9","의료/미용","62199","1490924244","20240101"
"창원시 진해구","9","의생활","314","6329248","20240101"
"창원시 진해구","9","자동차","34890","2143525542","20240101"
"창원시 진해구","9","주거생활","1058","62033775","20240101"
"창원시 진해구","10","교육","12567","526225690","20240101"
"창원시 진해구","10","기타","5341","53949653","20240101"
"창원시 진해구","10","내구재","1468","12446400","20240101"
"창원시 진해구","10","레포츠/문화/취미","9849","305224190","20240101"
"창원시 진해구","10","서비스","1906","111088950","20240101"
"창원시 진해구","10","식생활","76427","1001238299","20240101"
"창원시 진해구","10","여행","21","974000","20240101"
"창원시 진해구","10","유통","100284","1973138034","20240101"
"창원시 진해구","10","의료/미용","83175","3185404108","20240101"
"창원시 진해구","10","의생활","978","29102503","20240101"
"창원시 진해구","10","자동차","39658","2508105706","20240101"
"창원시 진해구","10","주거생활","1107","63362890","20240101"
"창원시 진해구","11","교육","4828","179619230","20240101"
"창원시 진해구","11","기타","7930","42616887","20240101"
"창원시 진해구","11","내구재","1696","14537400","20240101"
"창원시 진해구","11","레포츠/문화/취미","19040","1207480031","20240101"
"창원시 진해구","11","서비스","2940","125307732","20240101"
"창원시 진해구","11","식생활","205276","3485612079","20240101"
"창원시 진해구","11","여행","30","1084500","20240101"
"창원시 진해구","11","유통","121583","2365076890","20240101"
"창원시 진해구","11","의료/미용","83903","3075918243","20240101"
"창원시 진해구","11","의생활","2301","76797137","20240101"
"창원시 진해구","11","자동차","40924","2552922544","20240101"
"창원시 진해구","11","주거생활","790","43801716","20240101"
"창원시 진해구","12","교육","1266","59321260","20240101"
"창원시 진해구","12","기타","6743","40763110","20240101"
"창원시 진해구","12","내구재","1946","18886590","20240101"
"창원시 진해구","12","레포츠/문화/취미","20639","1273870567","20240101"
"창원시 진해구","12","서비스","2858","102108070","20240101"
"창원시 진해구","12","식생활","312276","6491169431","20240101"
"창원시 진해구","12","여행","41","1135000","20240101"
"창원시 진해구","12","유통","148912","2547382237","20240101"
"창원시 진해구","12","유흥","3","13000","20240101"
"창원시 진해구","12","의료/미용","61011","2109127962","20240101"
"창원시 진해구","12","의생활","2733","126084575","20240101"
"창원시 진해구","12","자동차","43241","2540770749","20240101"
"창원시 진해구","12","주거생활","934","44452920","20240101"
"창원시 진해구","13","교육","1625","90172731","20240101"
"창원시 진해구","13","기타","5115","40526339","20240101"
"창원시 진해구","13","내구재","2207","17893125","20240101"
"창원시 진해구","13","레포츠/문화/취미","18359","670837598","20240101"
"창원시 진해구","13","서비스","2515","89704595","20240101"
"창원시 진해구","13","식생활","215341","4690313147","20240101"
"창원시 진해구","13","여행","65","1929000","20240101"
"창원시 진해구","13","유통","133203","2600983077","20240101"
"창원시 진해구","13","의료/미용","28236","945139695","20240101"
"창원시 진해구","13","의생활","3446","163145076","20240101"
"창원시 진해구","13","자동차","42767","2595285705","20240101"
"창원시 진해구","13","주거생활","1073","61043477","20240101"
"창원시 진해구","14","교육","2304","183040670","20240101"
"창원시 진해구","14","기타","6332","49681330","20240101"
"창원시 진해구","14","내구재","2071","19140450","20240101"
"창원시 진해구","14","레포츠/문화/취미","18603","399282106","20240101"
"창원시 진해구","14","서비스","3254","123054528","20240101"
"창원시 진해구","14","식생활","158005","3116643037","20240101"
"창원시 진해구","14","여행","85","4040000","20240101"
"창원시 진해구","14","유통","142448","2876506206","20240101"
"창원시 진해구","14","유흥","12","58000","20240101"
"창원시 진해구","14","의료/미용","65321","1823672687","20240101"
"창원시 진해구","14","의생활","4057","214587928","20240101"
"창원시 진해구","14","자동차","44734","2757593135","20240101"
"창원시 진해구","14","주거생활","979","51677735","20240101"
"창원시 진해구","15","교육","2629","221850959","20240101"
"창원시 진해구","15","기타","7106","57773048","20240101"
"창원시 진해구","15","내구재","2266","18777620","20240101"
"창원시 진해구","15","레포츠/문화/취미","20104","487372215","20240101"
"창원시 진해구","15","서비스","3086","156427318","20240101"
"창원시 진해구","15","식생활","126774","2129140111","20240101"
"창원시 진해구","15","여행","182","9279500","20240101"
"창원시 진해구","15","유통","160589","3298676911","20240101"
"창원시 진해구","15","유흥","24","195000","20240101"
"창원시 진해구","15","의료/미용","70783","2215790339","20240101"
"창원시 진해구","15","의생활","3965","210947530","20240101"
"창원시 진해구","15","자동차","46842","3017876253","20240101"
"창원시 진해구","15","주거생활","750","49755525","20240101"
"창원시 진해구","16","교육","2555","229707470","20240101"
"창원시 진해구","16","기타","5800","45919350","20240101"
"창원시 진해구","16","내구재","2441","21001900","20240101"
"창원시 진해구","16","레포츠/문화/취미","26112","1408499908","20240101"
"창원시 진해구","16","서비스","2994","118524376","20240101"
"창원시 진해구","16","식생활","123525","2140069838","20240101"
"창원시 진해구","16","여행","713","50863900","20240101"
"창원시 진해구","16","유통","186461","3630204441","20240101"
"창원시 진해구","16","유흥","15","57005","20240101"
"창원시 진해구","16","의료/미용","73807","2242610547","20240101"
"창원시 진해구","16","의생활","3537","179781644","20240101"
"창원시 진해구","16","자동차","48874","3146715954","20240101"
"창원시 진해구","16","주거생활","701","46520455","20240101"
"창원시 진해구","17","교육","2416","264707541","20240101"
"창원시 진해구","17","기타","7824","39893700","20240101"
"창원시 진해구","17","내구재","2443","21111900","20240101"
"창원시 진해구","17","레포츠/문화/취미","28644","1929055122","20240101"
"창원시 진해구","17","서비스","2746","111432213","20240101"
"창원시 진해구","17","식생활","163384","3486759832","20240101"
"창원시 진해구","17","여행","1644","144065102","20240101"
"창원시 진해구","17","유통","213216","3725171570","20240101"
"창원시 진해구","17","유흥","19","829000","20240101"
"창원시 진해구","17","의료/미용","70300","1899316446","20240101"
"창원시 진해구","17","의생활","2078","132617740","20240101"
"창원시 진해구","17","자동차","50625","3139606371","20240101"
"창원시 진해구","17","주거생활","552","22730151","20240101"
"창원시 진해구","18","교육","2031","221682940","20240101"
"창원시 진해구","18","기타","5917","28892360","20240101"
"창원시 진해구","18","내구재","2500","18358450","20240101"
"창원시 진해구","18","레포츠/문화/취미","26331","1379668365","20240101"
"창원시 진해구","18","서비스","2728","81423114","20240101"
"창원시 진해구","18","식생활","220153","6003280239","20240101"
"창원시 진해구","18","여행","1151","106628000","20240101"
"창원시 진해구","18","유통","229156","3638516898","20240101"
"창원시 진해구","18","유흥","25","720500","20240101"
"창원시 진해구","18","의료/미용","42486","1262112711","20240101"
"창원시 진해구","18","의생활","1489","74438510","20240101"
"창원시 진해구","18","자동차","45821","2542242998","20240101"
"창원시 진해구","18","주거생활","174","6140220","20240101"
"창원시 진해구","19","교육","1315","153294780","20240101"
"창원시 진해구","19","기타","5766","23356550","20240101"
"창원시 진해구","19","내구재","2338","19377450","20240101"
"창원시 진해구","19","레포츠/문화/취미","21275","502363467","20240101"
"창원시 진해구","19","서비스","1659","47218840","20240101"
"창원시 진해구","19","식생활","222674","8129220143","20240101"
"창원시 진해구","19","여행","487","39907900","20240101"
"창원시 진해구","19","유통","201250","3027129751","20240101"
"창원시 진해구","19","유흥","207","12859200","20240101"
"창원시 진해구","19","의료/미용","20102","549198750","20240101"
"창원시 진해구","19","의생활","584","31996800","20240101"
"창원시 진해구","19","자동차","34665","1814276447","20240101"
"창원시 진해구","19","주거생활","33","685650","20240101"
"창원시 진해구","20","교육","823","84931270","20240101"
"창원시 진해구","20","기타","5884","5885700","20240101"
"창원시 진해구","20","내구재","2226","19854650","20240101"
"창원시 진해구","20","레포츠/문화/취미","18087","302734414","20240101"
"창원시 진해구","20","서비스","341","6234730","20240101"
"창원시 진해구","20","식생활","178373","7418352192","20240101"
"창원시 진해구","20","여행","296","25914500","20240101"
"창원시 진해구","20","유통","191178","2712303352","20240101"
"창원시 진해구","20","유흥","772","55107900","20240101"
"창원시 진해구","20","의료/미용","8052","266309140","20240101"
"창원시 진해구","20","의생활","144","6800330","20240101"
"창원시 진해구","20","자동차","31168","1548449319","20240101"
"창원시 진해구","20","주거생활","44","967700","20240101"
"창원시 진해구","21","교육","142","30973600","20240101"
"창원시 진해구","21","기타","11753","13389312","20240101"
"창원시 진해구","21","내구재","1485","10842500","20240101"
"창원시 진해구","21","레포츠/문화/취미","14491","204542080","20240101"
"창원시 진해구","21","서비스","173","2341930","20240101"
"창원시 진해구","21","식생활","101073","4011769654","20240101"
"창원시 진해구","21","여행","297","21253000","20240101"
"창원시 진해구","21","유통","154655","1975532837","20240101"
"창원시 진해구","21","유흥","2429","216876932","20240101"
"창원시 진해구","21","의료/미용","2910","92184440","20240101"
"창원시 진해구","21","의생활","5","40000","20240101"
"창원시 진해구","21","자동차","23862","1202088945","20240101"
"창원시 진해구","21","주거생활","16","297500","20240101"
"창원시 진해구","22","교육","26","4804200","20240101"
"창원시 진해구","22","기타","14290","13074706","20240101"
"창원시 진해구","22","레포츠/문화/취미","11179","132003550","20240101"
"창원시 진해구","22","서비스","116","711900","20240101"
"창원시 진해구","22","식생활","55518","2071850876","20240101"
"창원시 진해구","22","여행","131","10425000","20240101"
"창원시 진해구","22","유통","103745","1084650471","20240101"
"창원시 진해구","22","유흥","3975","405446400","20240101"
"창원시 진해구","22","의료/미용","118","5186440","20240101"
"창원시 진해구","22","의생활","6","232000","20240101"
"창원시 진해구","22","자동차","14111","722643616","20240101"
"창원시 진해구","23","기타","3068","3645096","20240101"
"창원시 진해구","23","내구재","13","4900","20240101"
"창원시 진해구","23","레포츠/문화/취미","8063","71907540","20240101"
"창원시 진해구","23","서비스","81","345500","20240101"
"창원시 진해구","23","식생활","31305","1249572810","20240101"
"창원시 진해구","23","여행","104","7403005","20240101"
"창원시 진해구","23","유통","63216","579433887","20240101"
"창원시 진해구","23","유흥","3965","417193487","20240101"
"창원시 진해구","23","의료/미용","18","886070","20240101"
"창원시 진해구","23","자동차","6956","349929700","20240101"
"진주시","0","교육","50","5987000","20240101"
"진주시","0","기타","6","194100","20240101"
"진주시","0","내구재","9","1900","20240101"
"진주시","0","레포츠/문화/취미","15475","89442500","20240101"
"진주시","0","서비스","1866","5065190","20240101"
"진주시","0","식생활","36613","1646584075","20240101"
"진주시","0","여행","100","5791800","20240101"
"진주시","0","유통","86333","612551800","20240101"
"진주시","0","유흥","5305","394755395","20240101"
"진주시","0","의료/미용","96","11968000","20240101"
"진주시","0","의생활","3","57000","20240101"
"진주시","0","자동차","423","21341441","20240101"
"진주시","1","교육","8","409000","20240101"
"진주시","1","레포츠/문화/취미","10657","55083232","20240101"
"진주시","1","서비스","1028","2880240","20240101"
"진주시","1","식생활","21075","967895079","20240101"
"진주시","1","여행","79","4571000","20240101"
"진주시","1","유통","51656","362643820","20240101"
"진주시","1","유흥","3629","285993800","20240101"
"진주시","1","의료/미용","38","10264620","20240101"
"진주시","1","자동차","178","9114961","20240101"
"진주시","2","교육","5","530000","20240101"
"진주시","2","레포츠/문화/취미","6861","33255150","20240101"
"진주시","2","서비스","731","1803950","20240101"
"진주시","2","식생활","10751","485692602","20240101"
"진주시","2","여행","58","3444300","20240101"
"진주시","2","유통","32852","226063470","20240101"
"진주시","2","유흥","1732","148098012","20240101"
"진주시","2","의료/미용","24","7987820","20240101"
"진주시","2","자동차","127","10525662","20240101"
"진주시","3","교육","5","648000","20240101"
"진주시","3","내구재","3","750","20240101"
"진주시","3","레포츠/문화/취미","4438","18946100","20240101"
"진주시","3","서비스","343","983390","20240101"
"진주시","3","식생활","5475","235531000","20240101"
"진주시","3","여행","28","1507000","20240101"
"진주시","3","유통","20822","144817750","20240101"
"진주시","3","유흥","587","61829722","20240101"
"진주시","3","의료/미용","15","2992150","20240101"
"진주시","3","자동차","116","11348697","20240101"
"진주시","4","교육","4","252000","20240101"
"진주시","4","기타","3","113000","20240101"
"진주시","4","내구재","3","300","20240101"
"진주시","4","레포츠/문화/취미","2381","9925100","20240101"
"진주시","4","서비스","217","267340","20240101"
"진주시","4","식생활","2775","112904218","20240101"
"진주시","4","여행","3","150000","20240101"
"진주시","4","유통","14669","105291274","20240101"
"진주시","4","유흥","227","24719500","20240101"
"진주시","4","의료/미용","25","3542790","20240101"
"진주시","4","자동차","277","22013536","20240101"
"진주시","5","교육","4","990000","20240101"
"진주시","5","레포츠/문화/취미","1036","5318900","20240101"
"진주시","5","서비스","166","194970","20240101"
"진주시","5","식생활","1401","38847240","20240101"
"진주시","5","여행","6","231000","20240101"
"진주시","5","유통","19692","154495470","20240101"
"진주시","5","유흥","85","7824500","20240101"
"진주시","5","의료/미용","78","5083170","20240101"
"진주시","5","자동차","1143","92926697","20240101"
"진주시","6","교육","3","14000","20240101"
"진주시","6","내구재","6","1500","20240101"
"진주시","6","레포츠/문화/취미","865","8389440","20240101"
"진주시","6","서비스","169","252230","20240101"
"진주시","6","식생활","4229","72447720","20240101"
"진주시","6","유통","46231","358350329","20240101"
"진주시","6","의료/미용","305","10239187","20240101"
"진주시","6","자동차","8058","516530769","20240101"
"진주시","6","주거생활","19","570750","20240101"
"진주시","7","교육","52","9879000","20240101"
"진주시","7","기타","32","4914930","20240101"
"진주시","7","내구재","346","214980","20240101"
"진주시","7","레포츠/문화/취미","653","11476850","20240101"
"진주시","7","서비스","388","5208740","20240101"
"진주시","7","식생활","15779","224149550","20240101"
"진주시","7","여행","6","76000","20240101"
"진주시","7","유통","82678","602230400","20240101"
"진주시","7","유흥","6","406500","20240101"
"진주시","7","의료/미용","814","73506750","20240101"
"진주시","7","자동차","20358","1181192309","20240101"
"진주시","7","주거생활","643","71649835","20240101"
"진주시","8","교육","303","15033350","20240101"
"진주시","8","기타","84","6613730","20240101"
"진주시","8","내구재","235","2408880","20240101"
"진주시","8","레포츠/문화/취미","2360","42318720","20240101"
"진주시","8","서비스","2775","18682170","20240101"
"진주시","8","식생활","65035","564827972","20240101"
"진주시","8","여행","54","3848000","20240101"
"진주시","8","유통","128830","905081586","20240101"
"진주시","8","유흥","9","1056000","20240101"
"진주시","8","의료/미용","14337","702643009","20240101"
"진주시","8","의생활","20","536100","20240101"
"진주시","8","자동차","29204","1594178816","20240101"
"진주시","8","주거생활","1164","120500438","20240101"
"진주시","9","교육","443","41422368","20240101"
"진주시","9","기타","1649","101585364","20240101"
"진주시","9","내구재","447","9839705","20240101"
"진주시","9","레포츠/문화/취미","6203","103462030","20240101"
"진주시","9","서비스","6848","159058930","20240101"
"진주시","9","식생활","96221","1105249633","20240101"
"진주시","9","여행","57","1964400","20240101"
"진주시","9","유통","118187","1183314291","20240101"
"진주시","9","유흥","8","444000","20240101"
"진주시","9","의료/미용","115855","4652279111","20240101"
"진주시","9","의생활","147","7046500","20240101"
"진주시","9","자동차","33240","1968892365","20240101"
"진주시","9","주거생활","1471","145705428","20240101"
"진주시","10","교육","18001","855268267","20240101"
"진주시","10","기타","780","130539940","20240101"
"진주시","10","내구재","809","27048137","20240101"
"진주시","10","레포츠/문화/취미","11107","230201150","20240101"
"진주시","10","서비스","13761","331591039","20240101"
"진주시","10","식생활","124197","1639170973","20240101"
"진주시","10","여행","43","2355800","20240101"
"진주시","10","유통","147023","2213727888","20240101"
"진주시","10","유흥","44","405000","20240101"
"진주시","10","의료/미용","150738","8828746577","20240101"
"진주시","10","의생활","1955","133877245","20240101"
"진주시","10","자동차","40344","2474374237","20240101"
"진주시","10","주거생활","1481","154010098","20240101"
"진주시","11","교육","7506","302676890","20240101"
"진주시","11","기타","625","63618664","20240101"
"진주시","11","내구재","1062","44616194","20240101"
"진주시","11","레포츠/문화/취미","17523","460749735","20240101"
"진주시","11","서비스","9527","273724466","20240101"
"진주시","11","식생활","251279","4320644337","20240101"
"진주시","11","여행","47","3317500","20240101"
"진주시","11","유통","179566","3310466904","20240101"
"진주시","11","유흥","199","559500","20240101"
"진주시","11","의료/미용","157400","9137370586","20240101"
"진주시","11","의생활","5238","403797110","20240101"
"진주시","11","자동차","42884","2526308228","20240101"
"진주시","11","주거생활","1046","109899053","20240101"
"진주시","12","교육","5507","153778515","20240101"
"진주시","12","기타","800","72302399","20240101"
"진주시","12","내구재","1811","35717080","20240101"
"진주시","12","레포츠/문화/취미","25692","677812334","20240101"
"진주시","12","서비스","8562","155699500","20240101"
"진주시","12","식생활","568805","12503634354","20240101"
"진주시","12","여행","48","3128600","20240101"
"진주시","12","유통","254286","4225170582","20240101"
"진주시","12","유흥","577","1713000","20240101"
"진주시","12","의료/미용","110478","5872627217","20240101"
"진주시","12","의생활","7771","609020530","20240101"
"진주시","12","자동차","44289","2304078876","20240101"
"진주시","12","주거생활","609","41797089","20240101"
"진주시","13","교육","6036","272396350","20240101"
"진주시","13","기타","733","90509528","20240101"
"진주시","13","내구재","1312","51589025","20240101"
"진주시","13","레포츠/문화/취미","30865","712266031","20240101"
"진주시","13","서비스","13966","350798370","20240101"
"진주시","13","식생활","401772","8525993448","20240101"
"진주시","13","여행","87","36414460","20240101"
"진주시","13","유통","228525","4520295402","20240101"
"진주시","13","유흥","975","2925900","20240101"
"진주시","13","의료/미용","52784","2865206496","20240101"
"진주시","13","의생활","10394","823445405","20240101"
"진주시","13","자동차","46361","2507688917","20240101"
"진주시","13","주거생활","1157","137801946","20240101"
"진주시","14","교육","7724","473721217","20240101"
"진주시","14","기타","801","105481874","20240101"
"진주시","14","내구재","1288","57695790","20240101"
"진주시","14","레포츠/문화/취미","34645","669497561","20240101"
"진주시","14","서비스","9334","345620836","20240101"
"진주시","14","식생활","270515","5256263894","20240101"
"진주시","14","여행","128","31218395","20240101"
"진주시","14","유통","228090","5149963369","20240101"
"진주시","14","유흥","1552","5116400","20240101"
"진주시","14","의료/미용","116556","4986447566","20240101"
"진주시","14","의생활","12609","1001382641","20240101"
"진주시","14","자동차","48124","2675657567","20240101"
"진주시","14","주거생활","1207","179903023","20240101"
"진주시","15","교육","8855","622179749","20240101"
"진주시","15","기타","920","122275231","20240101"
"진주시","15","내구재","1493","65389670","20240101"
"진주시","15","레포츠/문화/취미","37934","729848331","20240101"
"진주시","15","서비스","9989","359735678","20240101"
"진주시","15","식생활","214851","3516229223","20240101"
"진주시","15","여행","269","63209683","20240101"
"진주시","15","유통","251640","5785733810","20240101"
"진주시","15","유흥","1919","7091600","20240101"
"진주시","15","의료/미용","129258","5713986087","20240101"
"진주시","15","의생활","14262","1159760730","20240101"
"진주시","15","자동차","49481","2838213329","20240101"
"진주시","15","주거생활","1002","119600962","20240101"
"진주시","16","교육","10153","689368229","20240101"
"진주시","16","기타","983","109633211","20240101"
"진주시","16","내구재","1370","58655224","20240101"
"진주시","16","레포츠/문화/취미","38645","815864566","20240101"
"진주시","16","서비스","9143","261582274","20240101"
"진주시","16","식생활","201154","3210017745","20240101"
"진주시","16","여행","427","58609470","20240101"
"진주시","16","유통","279002","6038807450","20240101"
"진주시","16","유흥","2280","7458300","20240101"
"진주시","16","의료/미용","127889","5264918481","20240101"
"진주시","16","의생활","13380","1059530650","20240101"
"진주시","16","자동차","51860","3056205120","20240101"
"진주시","16","주거생활","964","97969878","20240101"
"진주시","17","교육","9603","760901379","20240101"
"진주시","17","기타","1006","91091347","20240101"
"진주시","17","내구재","1414","87608740","20240101"
"진주시","17","레포츠/문화/취미","38784","927317481","20240101"
"진주시","17","서비스","8830","239039600","20240101"
"진주시","17","식생활","251193","4626896012","20240101"
"진주시","17","여행","1357","116791106","20240101"
"진주시","17","유통","321581","6297299775","20240101"
"진주시","17","유흥","2471","10282300","20240101"
"진주시","17","의료/미용","108233","4063863424","20240101"
"진주시","17","의생활","10811","842584842","20240101"
"진주시","17","자동차","54222","3145038302","20240101"
"진주시","17","주거생활","407","34217956","20240101"
"진주시","18","교육","7316","640001440","20240101"
"진주시","18","기타","553","34758310","20240101"
"진주시","18","내구재","1206","26364490","20240101"
"진주시","18","레포츠/문화/취미","38918","918094868","20240101"
"진주시","18","서비스","8829","172583640","20240101"
"진주시","18","식생활","350367","8494503222","20240101"
"진주시","18","여행","1291","110212158","20240101"
"진주시","18","유통","362085","6267377802","20240101"
"진주시","18","유흥","3201","12036200","20240101"
"진주시","18","의료/미용","54670","2038628628","20240101"
"진주시","18","의생활","7872","622139570","20240101"
"진주시","18","자동차","47945","2546129462","20240101"
"진주시","18","주거생활","13","7435500","20240101"
"진주시","19","교육","4767","444744697","20240101"
"진주시","19","기타","154","13672700","20240101"
"진주시","19","내구재","823","13268840","20240101"
"진주시","19","레포츠/문화/취미","36850","688269998","20240101"
"진주시","19","서비스","6150","71709280","20240101"
