"시군구명","월","분류","성별","연령대","매출건수","매출금액합계","데이터기준일"
"창원시 마산회원구","3","서비스","남성","70대이상","3","39500","20240101"
"창원시 마산회원구","3","서비스","여성","20대","19","172020","20240101"
"창원시 마산회원구","3","서비스","여성","30대","33","2998260","20240101"
"창원시 마산회원구","3","서비스","여성","40대","83","3524620","20240101"
"창원시 마산회원구","3","서비스","여성","50대","19","506480","20240101"
"창원시 마산회원구","3","서비스","여성","60대","7","397000","20240101"
"창원시 마산회원구","3","식생활","남성","10이하","345","4040710","20240101"
"창원시 마산회원구","3","식생활","남성","20대","16706","322727685","20240101"
"창원시 마산회원구","3","식생활","남성","30대","12166","245234420","20240101"
"창원시 마산회원구","3","식생활","남성","40대","14411","326451609","20240101"
"창원시 마산회원구","3","식생활","남성","50대","10246","276730641","20240101"
"창원시 마산회원구","3","식생활","남성","60대","3211","96832788","20240101"
"창원시 마산회원구","3","식생활","남성","70대이상","627","18870430","20240101"
"창원시 마산회원구","3","식생활","여성","10이하","454","4223530","20240101"
"창원시 마산회원구","3","식생활","여성","20대","6276","113054460","20240101"
"창원시 마산회원구","3","식생활","여성","30대","8805","143768736","20240101"
"창원시 마산회원구","3","식생활","여성","40대","10325","178147814","20240101"
"창원시 마산회원구","3","식생활","여성","50대","6739","143759270","20240101"
"창원시 마산회원구","3","식생활","여성","60대","2397","64389050","20240101"
"창원시 마산회원구","3","식생활","여성","70대이상","283","9580160","20240101"
"창원시 마산회원구","3","여행","남성","20대","102","3604000","20240101"
"창원시 마산회원구","3","여행","남성","30대","24","1105000","20240101"
"창원시 마산회원구","3","여행","남성","40대","13","655000","20240101"
"창원시 마산회원구","3","여행","남성","50대","12","590000","20240101"
"창원시 마산회원구","3","여행","남성","60대","3","180000","20240101"
"창원시 마산회원구","3","여행","여성","20대","3","120000","20240101"
"창원시 마산회원구","3","유통","남성","10이하","2565","8347360","20240101"
"창원시 마산회원구","3","유통","남성","20대","28129","177135814","20240101"
"창원시 마산회원구","3","유통","남성","30대","18922","204320658","20240101"
"창원시 마산회원구","3","유통","남성","40대","20391","285391197","20240101"
"창원시 마산회원구","3","유통","남성","50대","15526","240684795","20240101"
"창원시 마산회원구","3","유통","남성","60대","6159","106997125","20240101"
"창원시 마산회원구","3","유통","남성","70대이상","1503","30309720","20240101"
"창원시 마산회원구","3","유통","여성","10이하","1786","6248320","20240101"
"창원시 마산회원구","3","유통","여성","20대","7849","56141400","20240101"
"창원시 마산회원구","3","유통","여성","30대","9085","114510510","20240101"
"창원시 마산회원구","3","유통","여성","40대","11414","172336012","20240101"
"창원시 마산회원구","3","유통","여성","50대","9455","166206050","20240101"
"창원시 마산회원구","3","유통","여성","60대","5262","106967600","20240101"
"창원시 마산회원구","3","유통","여성","70대이상","1157","24666540","20240101"
"창원시 마산회원구","3","유흥","남성","10이하","23","114900","20240101"
"창원시 마산회원구","3","유흥","남성","20대","603","19096050","20240101"
"창원시 마산회원구","3","유흥","남성","30대","150","8740100","20240101"
"창원시 마산회원구","3","유흥","남성","40대","81","8768703","20240101"
"창원시 마산회원구","3","유흥","남성","50대","44","6732100","20240101"
"창원시 마산회원구","3","유흥","남성","60대","15","1359000","20240101"
"창원시 마산회원구","3","유흥","남성","70대이상","15","2150000","20240101"
"창원시 마산회원구","3","유흥","여성","10이하","6","34400","20240101"
"창원시 마산회원구","3","유흥","여성","20대","49","1496700","20240101"
"창원시 마산회원구","3","유흥","여성","30대","9","269500","20240101"
"창원시 마산회원구","3","유흥","여성","40대","7","302000","20240101"
"창원시 마산회원구","3","유흥","여성","50대","5","23000","20240101"
"창원시 마산회원구","3","의료/미용","남성","10이하","29","215800","20240101"
"창원시 마산회원구","3","의료/미용","남성","20대","2285","82471650","20240101"
"창원시 마산회원구","3","의료/미용","남성","30대","4999","427857198","20240101"
"창원시 마산회원구","3","의료/미용","남성","40대","7002","587826393","20240101"
"창원시 마산회원구","3","의료/미용","남성","50대","5328","409717758","20240101"
"창원시 마산회원구","3","의료/미용","남성","60대","3957","325958768","20240101"
"창원시 마산회원구","3","의료/미용","남성","70대이상","2100","223481273","20240101"
"창원시 마산회원구","3","의료/미용","여성","10이하","7","158210","20240101"
"창원시 마산회원구","3","의료/미용","여성","20대","1214","43409229","20240101"
"창원시 마산회원구","3","의료/미용","여성","30대","4550","168151785","20240101"
"창원시 마산회원구","3","의료/미용","여성","40대","5221","240691685","20240101"
"창원시 마산회원구","3","의료/미용","여성","50대","4346","423872481","20240101"
"창원시 마산회원구","3","의료/미용","여성","60대","3563","233691008","20240101"
"창원시 마산회원구","3","의료/미용","여성","70대이상","1255","61312240","20240101"
"창원시 마산회원구","3","의생활","남성","20대","87","4170400","20240101"
"창원시 마산회원구","3","의생활","남성","30대","21","987350","20240101"
"창원시 마산회원구","3","의생활","남성","40대","38","3374580","20240101"
"창원시 마산회원구","3","의생활","남성","50대","29","3028330","20240101"
"창원시 마산회원구","3","의생활","남성","60대","9","404800","20240101"
"창원시 마산회원구","3","의생활","남성","70대이상","3","516500","20240101"
"창원시 마산회원구","3","의생활","여성","20대","143","8122900","20240101"
"창원시 마산회원구","3","의생활","여성","30대","71","7633160","20240101"
"창원시 마산회원구","3","의생활","여성","40대","134","8952579","20240101"
"창원시 마산회원구","3","의생활","여성","50대","152","14618440","20240101"
"창원시 마산회원구","3","의생활","여성","60대","95","7832680","20240101"
"창원시 마산회원구","3","의생활","여성","70대이상","20","1220920","20240101"
"창원시 마산회원구","3","자동차","남성","20대","1596","64842276","20240101"
"창원시 마산회원구","3","자동차","남성","30대","3766","189107487","20240101"
"창원시 마산회원구","3","자동차","남성","40대","5570","341366266","20240101"
"창원시 마산회원구","3","자동차","남성","50대","4979","397712410","20240101"
"창원시 마산회원구","3","자동차","남성","60대","3180","297572884","20240101"
"창원시 마산회원구","3","자동차","남성","70대이상","423","26901494","20240101"
"창원시 마산회원구","3","자동차","여성","20대","413","15662276","20240101"
"창원시 마산회원구","3","자동차","여성","30대","1416","62764791","20240101"
"창원시 마산회원구","3","자동차","여성","40대","1842","106330830","20240101"
"창원시 마산회원구","3","자동차","여성","50대","1680","103589900","20240101"
"창원시 마산회원구","3","자동차","여성","60대","683","41109931","20240101"
"창원시 마산회원구","3","자동차","여성","70대이상","31","1432556","20240101"
"창원시 마산회원구","3","주거생활","남성","30대","8","190500","20240101"
"창원시 마산회원구","3","주거생활","남성","40대","17","641220","20240101"
"창원시 마산회원구","3","주거생활","남성","50대","19","1377965","20240101"
"창원시 마산회원구","3","주거생활","남성","60대","14","862880","20240101"
"창원시 마산회원구","3","주거생활","남성","70대이상","3","22650","20240101"
"창원시 마산회원구","3","주거생활","여성","30대","5","72500","20240101"
"창원시 마산회원구","3","주거생활","여성","60대","3","208910","20240101"
"창원시 마산회원구","4","교육","남성","10이하","29","232200","20240101"
"창원시 마산회원구","4","교육","남성","20대","184","2336990","20240101"
"창원시 마산회원구","4","교육","남성","30대","395","8638630","20240101"
"창원시 마산회원구","4","교육","남성","40대","1193","65400396","20240101"
"창원시 마산회원구","4","교육","남성","50대","326","14370370","20240101"
"창원시 마산회원구","4","교육","남성","60대","77","838570","20240101"
"창원시 마산회원구","4","교육","남성","70대이상","15","133660","20240101"
"창원시 마산회원구","4","교육","여성","10이하","42","602250","20240101"
"창원시 마산회원구","4","교육","여성","20대","231","2564810","20240101"
"창원시 마산회원구","4","교육","여성","30대","601","12789140","20240101"
"창원시 마산회원구","4","교육","여성","40대","1122","68515355","20240101"
"창원시 마산회원구","4","교육","여성","50대","163","4734120","20240101"
"창원시 마산회원구","4","교육","여성","60대","116","1277140","20240101"
"창원시 마산회원구","4","교육","여성","70대이상","11","147400","20240101"
"창원시 마산회원구","4","기타","남성","10이하","123","209900","20240101"
"창원시 마산회원구","4","기타","남성","20대","443","3475880","20240101"
"창원시 마산회원구","4","기타","남성","30대","248","2144600","20240101"
"창원시 마산회원구","4","기타","남성","40대","334","2082166","20240101"
"창원시 마산회원구","4","기타","남성","50대","164","1320340","20240101"
"창원시 마산회원구","4","기타","남성","60대","76","888620","20240101"
"창원시 마산회원구","4","기타","남성","70대이상","39","473080","20240101"
"창원시 마산회원구","4","기타","여성","10이하","58","122580","20240101"
"창원시 마산회원구","4","기타","여성","20대","110","1452250","20240101"
"창원시 마산회원구","4","기타","여성","30대","120","13881650","20240101"
"창원시 마산회원구","4","기타","여성","40대","148","6549210","20240101"
"창원시 마산회원구","4","기타","여성","50대","155","1348060","20240101"
"창원시 마산회원구","4","기타","여성","60대","121","1416780","20240101"
"창원시 마산회원구","4","기타","여성","70대이상","31","449850","20240101"
"창원시 마산회원구","4","내구재","남성","20대","3","8000","20240101"
"창원시 마산회원구","4","내구재","남성","30대","6","241050","20240101"
"창원시 마산회원구","4","내구재","남성","40대","40","892510","20240101"
"창원시 마산회원구","4","내구재","남성","50대","45","963900","20240101"
"창원시 마산회원구","4","내구재","남성","60대","16","315680","20240101"
"창원시 마산회원구","4","내구재","여성","20대","4","2000","20240101"
"창원시 마산회원구","4","내구재","여성","30대","3","23770","20240101"
"창원시 마산회원구","4","내구재","여성","40대","19","140660","20240101"
"창원시 마산회원구","4","내구재","여성","50대","33","8148750","20240101"
"창원시 마산회원구","4","내구재","여성","60대","29","7299170","20240101"
"창원시 마산회원구","4","레포츠/문화/취미","남성","10이하","539","2297500","20240101"
"창원시 마산회원구","4","레포츠/문화/취미","남성","20대","8432","62819990","20240101"
"창원시 마산회원구","4","레포츠/문화/취미","남성","30대","1345","18662340","20240101"
"창원시 마산회원구","4","레포츠/문화/취미","남성","40대","804","22541110","20240101"
"창원시 마산회원구","4","레포츠/문화/취미","남성","50대","496","16482500","20240101"
"창원시 마산회원구","4","레포츠/문화/취미","남성","60대","82","4368800","20240101"
"창원시 마산회원구","4","레포츠/문화/취미","남성","70대이상","3","280800","20240101"
"창원시 마산회원구","4","레포츠/문화/취미","여성","10이하","67","423600","20240101"
"창원시 마산회원구","4","레포츠/문화/취미","여성","20대","657","11579320","20240101"
"창원시 마산회원구","4","레포츠/문화/취미","여성","30대","372","14974170","20240101"
"창원시 마산회원구","4","레포츠/문화/취미","여성","40대","477","14536520","20240101"
"창원시 마산회원구","4","레포츠/문화/취미","여성","50대","146","7349140","20240101"
"창원시 마산회원구","4","레포츠/문화/취미","여성","60대","62","6546900","20240101"
"창원시 마산회원구","4","레포츠/문화/취미","여성","70대이상","9","601200","20240101"
"창원시 마산회원구","4","서비스","남성","10이하","6","79400","20240101"
"창원시 마산회원구","4","서비스","남성","20대","40","1821860","20240101"
"창원시 마산회원구","4","서비스","남성","30대","74","4499240","20240101"
"창원시 마산회원구","4","서비스","남성","40대","141","8230710","20240101"
"창원시 마산회원구","4","서비스","남성","50대","57","1972740","20240101"
"창원시 마산회원구","4","서비스","남성","60대","29","1339000","20240101"
"창원시 마산회원구","4","서비스","여성","10이하","17","65700","20240101"
"창원시 마산회원구","4","서비스","여성","20대","15","231260","20240101"
"창원시 마산회원구","4","서비스","여성","30대","22","1027280","20240101"
"창원시 마산회원구","4","서비스","여성","40대","54","2510000","20240101"
"창원시 마산회원구","4","서비스","여성","50대","45","2134360","20240101"
"창원시 마산회원구","4","서비스","여성","60대","15","636340","20240101"
"창원시 마산회원구","4","식생활","남성","10이하","474","5824430","20240101"
"창원시 마산회원구","4","식생활","남성","20대","17175","317682952","20240101"
"창원시 마산회원구","4","식생활","남성","30대","13301","265978230","20240101"
"창원시 마산회원구","4","식생활","남성","40대","15434","345349246","20240101"
"창원시 마산회원구","4","식생활","남성","50대","10587","273193130","20240101"
"창원시 마산회원구","4","식생활","남성","60대","3593","109325613","20240101"
"창원시 마산회원구","4","식생활","남성","70대이상","590","19892800","20240101"
"창원시 마산회원구","4","식생활","여성","10이하","522","4747460","20240101"
"창원시 마산회원구","4","식생활","여성","20대","7223","122321710","20240101"
"창원시 마산회원구","4","식생활","여성","30대","9469","147964774","20240101"
"창원시 마산회원구","4","식생활","여성","40대","10902","201764336","20240101"
"창원시 마산회원구","4","식생활","여성","50대","7160","148450092","20240101"
"창원시 마산회원구","4","식생활","여성","60대","2493","62265312","20240101"
"창원시 마산회원구","4","식생활","여성","70대이상","367","11386930","20240101"
"창원시 마산회원구","4","여행","남성","10이하","3","140000","20240101"
"창원시 마산회원구","4","여행","남성","20대","105","3969000","20240101"
"창원시 마산회원구","4","여행","남성","30대","22","1202000","20240101"
"창원시 마산회원구","4","여행","남성","40대","15","3210000","20240101"
"창원시 마산회원구","4","여행","남성","50대","12","1415800","20240101"
"창원시 마산회원구","4","유통","남성","10이하","2363","7863270","20240101"
"창원시 마산회원구","4","유통","남성","20대","27411","170506375","20240101"
"창원시 마산회원구","4","유통","남성","30대","19090","197233336","20240101"
"창원시 마산회원구","4","유통","남성","40대","20031","271475571","20240101"
"창원시 마산회원구","4","유통","남성","50대","15407","237494615","20240101"
"창원시 마산회원구","4","유통","남성","60대","6015","108197300","20240101"
"창원시 마산회원구","4","유통","남성","70대이상","1445","27217240","20240101"
"창원시 마산회원구","4","유통","여성","10이하","1876","6236700","20240101"
"창원시 마산회원구","4","유통","여성","20대","7673","51981000","20240101"
"창원시 마산회원구","4","유통","여성","30대","9119","109088921","20240101"
"창원시 마산회원구","4","유통","여성","40대","11240","164640583","20240101"
"창원시 마산회원구","4","유통","여성","50대","9285","161582390","20240101"
"창원시 마산회원구","4","유통","여성","60대","5220","99889482","20240101"
"창원시 마산회원구","4","유통","여성","70대이상","1091","23468650","20240101"
"창원시 마산회원구","4","유흥","남성","10이하","7","31000","20240101"
"창원시 마산회원구","4","유흥","남성","20대","615","21998700","20240101"
"창원시 마산회원구","4","유흥","남성","30대","145","8602000","20240101"
"창원시 마산회원구","4","유흥","남성","40대","82","8385900","20240101"
"창원시 마산회원구","4","유흥","남성","50대","59","8052400","20240101"
"창원시 마산회원구","4","유흥","남성","60대","7","22700","20240101"
"창원시 마산회원구","4","유흥","남성","70대이상","9","2670000","20240101"
"창원시 마산회원구","4","유흥","여성","10이하","6","44600","20240101"
"창원시 마산회원구","4","유흥","여성","20대","60","1596500","20240101"
"창원시 마산회원구","4","유흥","여성","30대","10","462700","20240101"
"창원시 마산회원구","4","유흥","여성","40대","19","343600","20240101"
"창원시 마산회원구","4","유흥","여성","60대","6","413000","20240101"
"창원시 마산회원구","4","의료/미용","남성","10이하","22","190380","20240101"
"창원시 마산회원구","4","의료/미용","남성","20대","1887","54517660","20240101"
"창원시 마산회원구","4","의료/미용","남성","30대","5141","414864031","20240101"
"창원시 마산회원구","4","의료/미용","남성","40대","7312","485286056","20240101"
"창원시 마산회원구","4","의료/미용","남성","50대","5229","395988724","20240101"
"창원시 마산회원구","4","의료/미용","남성","60대","3705","420697585","20240101"
"창원시 마산회원구","4","의료/미용","남성","70대이상","1852","204716982","20240101"
"창원시 마산회원구","4","의료/미용","여성","10이하","7","126230","20240101"
"창원시 마산회원구","4","의료/미용","여성","20대","1211","54186950","20240101"
"창원시 마산회원구","4","의료/미용","여성","30대","4782","215147709","20240101"
"창원시 마산회원구","4","의료/미용","여성","40대","5161","448596080","20240101"
"창원시 마산회원구","4","의료/미용","여성","50대","4059","370765346","20240101"
"창원시 마산회원구","4","의료/미용","여성","60대","3527","210959019","20240101"
"창원시 마산회원구","4","의료/미용","여성","70대이상","1152","51176480","20240101"
"창원시 마산회원구","4","의생활","남성","20대","104","5628510","20240101"
"창원시 마산회원구","4","의생활","남성","30대","30","2456900","20240101"
"창원시 마산회원구","4","의생활","남성","40대","42","3998230","20240101"
"창원시 마산회원구","4","의생활","남성","50대","51","4729430","20240101"
"창원시 마산회원구","4","의생활","남성","60대","11","1276100","20240101"
"창원시 마산회원구","4","의생활","남성","70대이상","3","249500","20240101"
"창원시 마산회원구","4","의생활","여성","10이하","3","39100","20240101"
"창원시 마산회원구","4","의생활","여성","20대","144","7510300","20240101"
"창원시 마산회원구","4","의생활","여성","30대","83","7195350","20240101"
"창원시 마산회원구","4","의생활","여성","40대","150","12113580","20240101"
"창원시 마산회원구","4","의생활","여성","50대","146","12932260","20240101"
"창원시 마산회원구","4","의생활","여성","60대","113","9916790","20240101"
"창원시 마산회원구","4","의생활","여성","70대이상","7","398900","20240101"
"창원시 마산회원구","4","자동차","남성","20대","1524","62672643","20240101"
"창원시 마산회원구","4","자동차","남성","30대","3940","188931914","20240101"
"창원시 마산회원구","4","자동차","남성","40대","5511","334447937","20240101"
"창원시 마산회원구","4","자동차","남성","50대","4822","367329578","20240101"
"창원시 마산회원구","4","자동차","남성","60대","3167","285523124","20240101"
"창원시 마산회원구","4","자동차","남성","70대이상","449","27652119","20240101"
"창원시 마산회원구","4","자동차","여성","20대","484","17361003","20240101"
"창원시 마산회원구","4","자동차","여성","30대","1518","63704480","20240101"
"창원시 마산회원구","4","자동차","여성","40대","1753","94492759","20240101"
"창원시 마산회원구","4","자동차","여성","50대","1542","101803164","20240101"
"창원시 마산회원구","4","자동차","여성","60대","658","37136529","20240101"
"창원시 마산회원구","4","자동차","여성","70대이상","43","2025175","20240101"
"창원시 마산회원구","4","주거생활","남성","20대","3","43000","20240101"
"창원시 마산회원구","4","주거생활","남성","40대","13","567310","20240101"
"창원시 마산회원구","4","주거생활","남성","50대","10","1590296","20240101"
"창원시 마산회원구","4","주거생활","남성","60대","28","2236833","20240101"
"창원시 마산회원구","4","주거생활","여성","50대","3","32580","20240101"
"창원시 마산회원구","4","주거생활","여성","60대","6","44800","20240101"
"창원시 마산회원구","5","교육","남성","10이하","16","29900","20240101"
"창원시 마산회원구","5","교육","남성","20대","197","2118830","20240101"
"창원시 마산회원구","5","교육","남성","30대","422","8270100","20240101"
"창원시 마산회원구","5","교육","남성","40대","994","69262790","20240101"
"창원시 마산회원구","5","교육","남성","50대","278","15817340","20240101"
"창원시 마산회원구","5","교육","남성","60대","91","1061700","20240101"
"창원시 마산회원구","5","교육","남성","70대이상","16","162240","20240101"
"창원시 마산회원구","5","교육","여성","10이하","3","150","20240101"
"창원시 마산회원구","5","교육","여성","20대","229","2036470","20240101"
"창원시 마산회원구","5","교육","여성","30대","492","11519033","20240101"
"창원시 마산회원구","5","교육","여성","40대","859","70978950","20240101"
"창원시 마산회원구","5","교육","여성","50대","163","3212290","20240101"
"창원시 마산회원구","5","교육","여성","60대","108","1311722","20240101"
"창원시 마산회원구","5","교육","여성","70대이상","4","41580","20240101"
"창원시 마산회원구","5","기타","남성","10이하","145","263594","20240101"
"창원시 마산회원구","5","기타","남성","20대","520","4338130","20240101"
"창원시 마산회원구","5","기타","남성","30대","177","2612000","20240101"
"창원시 마산회원구","5","기타","남성","40대","325","1133910","20240101"
"창원시 마산회원구","5","기타","남성","50대","193","5195825","20240101"
"창원시 마산회원구","5","기타","남성","60대","70","701160","20240101"
"창원시 마산회원구","5","기타","남성","70대이상","27","374600","20240101"
"창원시 마산회원구","5","기타","여성","10이하","252","484100","20240101"
"창원시 마산회원구","5","기타","여성","20대","174","1484260","20240101"
"창원시 마산회원구","5","기타","여성","30대","142","19094190","20240101"
"창원시 마산회원구","5","기타","여성","40대","205","8315940","20240101"
"창원시 마산회원구","5","기타","여성","50대","180","1807100","20240101"
"창원시 마산회원구","5","기타","여성","60대","96","1372670","20240101"
"창원시 마산회원구","5","기타","여성","70대이상","46","796100","20240101"
"창원시 마산회원구","5","내구재","남성","10이하","7","550","20240101"
"창원시 마산회원구","5","내구재","남성","20대","10","9050","20240101"
"창원시 마산회원구","5","내구재","남성","30대","6","49900","20240101"
"창원시 마산회원구","5","내구재","남성","40대","25","312740","20240101"
"창원시 마산회원구","5","내구재","남성","50대","43","1221340","20240101"
"창원시 마산회원구","5","내구재","남성","60대","22","883050","20240101"
"창원시 마산회원구","5","내구재","여성","20대","4","1000","20240101"
"창원시 마산회원구","5","내구재","여성","30대","11","230050","20240101"
"창원시 마산회원구","5","내구재","여성","40대","11","119080","20240101"
"창원시 마산회원구","5","내구재","여성","50대","27","3136630","20240101"
"창원시 마산회원구","5","내구재","여성","60대","53","10334800","20240101"
"창원시 마산회원구","5","내구재","여성","70대이상","3","57500","20240101"
"창원시 마산회원구","5","레포츠/문화/취미","남성","10이하","598","2495700","20240101"
"창원시 마산회원구","5","레포츠/문화/취미","남성","20대","9016","67229380","20240101"
"창원시 마산회원구","5","레포츠/문화/취미","남성","30대","1328","14595600","20240101"
"창원시 마산회원구","5","레포츠/문화/취미","남성","40대","872","21140110","20240101"
"창원시 마산회원구","5","레포츠/문화/취미","남성","50대","478","12110350","20240101"
"창원시 마산회원구","5","레포츠/문화/취미","남성","60대","86","4113000","20240101"
"창원시 마산회원구","5","레포츠/문화/취미","남성","70대이상","6","485700","20240101"
"창원시 마산회원구","5","레포츠/문화/취미","여성","10이하","103","457800","20240101"
"창원시 마산회원구","5","레포츠/문화/취미","여성","20대","757","11799840","20240101"
"창원시 마산회원구","5","레포츠/문화/취미","여성","30대","374","8572750","20240101"
"창원시 마산회원구","5","레포츠/문화/취미","여성","40대","537","13018570","20240101"
"창원시 마산회원구","5","레포츠/문화/취미","여성","50대","201","7639200","20240101"
"창원시 마산회원구","5","레포츠/문화/취미","여성","60대","43","4886300","20240101"
"창원시 마산회원구","5","레포츠/문화/취미","여성","70대이상","3","169100","20240101"
"창원시 마산회원구","5","서비스","남성","20대","59","1970100","20240101"
"창원시 마산회원구","5","서비스","남성","30대","105","8179060","20240101"
"창원시 마산회원구","5","서비스","남성","40대","159","9110450","20240101"
"창원시 마산회원구","5","서비스","남성","50대","74","5621790","20240101"
"창원시 마산회원구","5","서비스","남성","60대","15","833840","20240101"
"창원시 마산회원구","5","서비스","남성","70대이상","6","187800","20240101"
"창원시 마산회원구","5","서비스","여성","20대","6","42000","20240101"
"창원시 마산회원구","5","서비스","여성","30대","18","1103530","20240101"
"창원시 마산회원구","5","서비스","여성","40대","100","5137200","20240101"
"창원시 마산회원구","5","서비스","여성","50대","25","1596000","20240101"
"창원시 마산회원구","5","서비스","여성","60대","7","40180","20240101"
"창원시 마산회원구","5","서비스","여성","70대이상","3","75000","20240101"
"창원시 마산회원구","5","식생활","남성","10이하","480","6038160","20240101"
"창원시 마산회원구","5","식생활","남성","20대","18226","340191859","20240101"
"창원시 마산회원구","5","식생활","남성","30대","13801","288259766","20240101"
"창원시 마산회원구","5","식생활","남성","40대","16344","377134199","20240101"
"창원시 마산회원구","5","식생활","남성","50대","11266","287977218","20240101"
"창원시 마산회원구","5","식생활","남성","60대","3812","118499730","20240101"
"창원시 마산회원구","5","식생활","남성","70대이상","664","24036762","20240101"
"창원시 마산회원구","5","식생활","여성","10이하","566","5410360","20240101"
"창원시 마산회원구","5","식생활","여성","20대","7338","123537235","20240101"
"창원시 마산회원구","5","식생활","여성","30대","9953","165330719","20240101"
"창원시 마산회원구","5","식생활","여성","40대","11403","206495345","20240101"
"창원시 마산회원구","5","식생활","여성","50대","7551","167498484","20240101"
"창원시 마산회원구","5","식생활","여성","60대","2897","71333108","20240101"
"창원시 마산회원구","5","식생활","여성","70대이상","382","13192242","20240101"
"창원시 마산회원구","5","여행","남성","10이하","3","100000","20240101"
"창원시 마산회원구","5","여행","남성","20대","106","3708000","20240101"
"창원시 마산회원구","5","여행","남성","30대","10","415000","20240101"
"창원시 마산회원구","5","여행","남성","40대","6","285000","20240101"
"창원시 마산회원구","5","여행","남성","50대","13","665000","20240101"
"창원시 마산회원구","5","유통","남성","10이하","2384","7793400","20240101"
"창원시 마산회원구","5","유통","남성","20대","28278","176368212","20240101"
"창원시 마산회원구","5","유통","남성","30대","19886","204057270","20240101"
"창원시 마산회원구","5","유통","남성","40대","21087","285336200","20240101"
"창원시 마산회원구","5","유통","남성","50대","16132","245272200","20240101"
"창원시 마산회원구","5","유통","남성","60대","6669","121431130","20240101"
"창원시 마산회원구","5","유통","남성","70대이상","1606","31732850","20240101"
"창원시 마산회원구","5","유통","여성","10이하","1702","5432390","20240101"
"창원시 마산회원구","5","유통","여성","20대","8149","57298060","20240101"
"창원시 마산회원구","5","유통","여성","30대","9619","115674242","20240101"
"창원시 마산회원구","5","유통","여성","40대","11899","175953572","20240101"
"창원시 마산회원구","5","유통","여성","50대","9822","170435480","20240101"
"창원시 마산회원구","5","유통","여성","60대","5651","108709810","20240101"
"창원시 마산회원구","5","유통","여성","70대이상","1158","25313010","20240101"
"창원시 마산회원구","5","유흥","남성","10이하","7","26600","20240101"
"창원시 마산회원구","5","유흥","남성","20대","620","20457000","20240101"
"창원시 마산회원구","5","유흥","남성","30대","162","8588500","20240101"
"창원시 마산회원구","5","유흥","남성","40대","74","9865000","20240101"
"창원시 마산회원구","5","유흥","남성","50대","53","8755500","20240101"
"창원시 마산회원구","5","유흥","남성","60대","16","2164000","20240101"
"창원시 마산회원구","5","유흥","남성","70대이상","7","730000","20240101"
"창원시 마산회원구","5","유흥","여성","10이하","7","41000","20240101"
"창원시 마산회원구","5","유흥","여성","20대","98","3789000","20240101"
"창원시 마산회원구","5","유흥","여성","30대","20","290000","20240101"
"창원시 마산회원구","5","유흥","여성","40대","9","196600","20240101"
"창원시 마산회원구","5","의료/미용","남성","10이하","21","129700","20240101"
"창원시 마산회원구","5","의료/미용","남성","20대","1962","66135233","20240101"
"창원시 마산회원구","5","의료/미용","남성","30대","5217","477196477","20240101"
"창원시 마산회원구","5","의료/미용","남성","40대","7427","516697139","20240101"
"창원시 마산회원구","5","의료/미용","남성","50대","5367","330644490","20240101"
"창원시 마산회원구","5","의료/미용","남성","60대","3925","393611618","20240101"
"창원시 마산회원구","5","의료/미용","남성","70대이상","1965","157501182","20240101"
"창원시 마산회원구","5","의료/미용","여성","10이하","27","293900","20240101"
"창원시 마산회원구","5","의료/미용","여성","20대","1299","39661490","20240101"
"창원시 마산회원구","5","의료/미용","여성","30대","4871","240266214","20240101"
"창원시 마산회원구","5","의료/미용","여성","40대","5624","363888197","20240101"
"창원시 마산회원구","5","의료/미용","여성","50대","4189","312572764","20240101"
"창원시 마산회원구","5","의료/미용","여성","60대","3450","225426035","20240101"
"창원시 마산회원구","5","의료/미용","여성","70대이상","1177","53145080","20240101"
"창원시 마산회원구","5","의생활","남성","10이하","3","176500","20240101"
"창원시 마산회원구","5","의생활","남성","20대","183","9679250","20240101"
"창원시 마산회원구","5","의생활","남성","30대","33","2631700","20240101"
"창원시 마산회원구","5","의생활","남성","40대","37","3009600","20240101"
"창원시 마산회원구","5","의생활","남성","50대","46","4888100","20240101"
"창원시 마산회원구","5","의생활","남성","60대","28","2168215","20240101"
"창원시 마산회원구","5","의생활","남성","70대이상","6","321000","20240101"
"창원시 마산회원구","5","의생활","여성","10이하","3","82600","20240101"
"창원시 마산회원구","5","의생활","여성","20대","153","8407720","20240101"
"창원시 마산회원구","5","의생활","여성","30대","94","6412410","20240101"
"창원시 마산회원구","5","의생활","여성","40대","154","11879460","20240101"
"창원시 마산회원구","5","의생활","여성","50대","207","16700020","20240101"
"창원시 마산회원구","5","의생활","여성","60대","149","13277540","20240101"
"창원시 마산회원구","5","의생활","여성","70대이상","15","1964600","20240101"
"창원시 마산회원구","5","자동차","남성","20대","1512","62475043","20240101"
"창원시 마산회원구","5","자동차","남성","30대","4009","196747240","20240101"
"창원시 마산회원구","5","자동차","남성","40대","5367","317682127","20240101"
"창원시 마산회원구","5","자동차","남성","50대","4749","364446998","20240101"
"창원시 마산회원구","5","자동차","남성","60대","3104","277478204","20240101"
"창원시 마산회원구","5","자동차","남성","70대이상","422","26326658","20240101"
"창원시 마산회원구","5","자동차","여성","20대","452","16768581","20240101"
"창원시 마산회원구","5","자동차","여성","30대","1426","61007549","20240101"
"창원시 마산회원구","5","자동차","여성","40대","1678","87735658","20240101"
"창원시 마산회원구","5","자동차","여성","50대","1568","93627509","20240101"
"창원시 마산회원구","5","자동차","여성","60대","618","33349808","20240101"
