"시군구명","월","분류","성별","연령대","매출건수","매출금액합계","데이터기준일"
"거창군","3","식생활","여성","70대이상","171","5545750","20240101"
"거창군","3","여행","남성","10이하","3","35150","20240101"
"거창군","3","여행","남성","20대","51","838840","20240101"
"거창군","3","여행","남성","30대","3","150000","20240101"
"거창군","3","여행","남성","40대","9","480000","20240101"
"거창군","3","여행","남성","50대","11","617500","20240101"
"거창군","3","여행","남성","60대","15","293730","20240101"
"거창군","3","여행","남성","70대이상","6","186000","20240101"
"거창군","3","여행","여성","20대","9","89440","20240101"
"거창군","3","여행","여성","30대","6","8570","20240101"
"거창군","3","여행","여성","50대","6","15930","20240101"
"거창군","3","여행","여성","60대","19","135370","20240101"
"거창군","3","여행","여성","70대이상","5","30700","20240101"
"거창군","3","유통","남성","10이하","568","2294790","20240101"
"거창군","3","유통","남성","20대","6292","47131420","20240101"
"거창군","3","유통","남성","30대","4409","51938930","20240101"
"거창군","3","유통","남성","40대","4788","73602450","20240101"
"거창군","3","유통","남성","50대","4276","89280150","20240101"
"거창군","3","유통","남성","60대","2105","50906230","20240101"
"거창군","3","유통","남성","70대이상","690","16111770","20240101"
"거창군","3","유통","여성","10이하","322","1237440","20240101"
"거창군","3","유통","여성","20대","1446","15820850","20240101"
"거창군","3","유통","여성","30대","2140","33861590","20240101"
"거창군","3","유통","여성","40대","3446","62470515","20240101"
"거창군","3","유통","여성","50대","2847","71166340","20240101"
"거창군","3","유통","여성","60대","1475","52366080","20240101"
"거창군","3","유통","여성","70대이상","359","8315970","20240101"
"거창군","3","유흥","남성","30대","7","1611000","20240101"
"거창군","3","유흥","남성","40대","3","760000","20240101"
"거창군","3","의료/미용","남성","20대","259","4104240","20240101"
"거창군","3","의료/미용","남성","30대","609","10308740","20240101"
"거창군","3","의료/미용","남성","40대","841","15454800","20240101"
"거창군","3","의료/미용","남성","50대","892","27674206","20240101"
"거창군","3","의료/미용","남성","60대","742","20427490","20240101"
"거창군","3","의료/미용","남성","70대이상","466","18093970","20240101"
"거창군","3","의료/미용","여성","10이하","10","37720","20240101"
"거창군","3","의료/미용","여성","20대","180","3169900","20240101"
"거창군","3","의료/미용","여성","30대","599","13130160","20240101"
"거창군","3","의료/미용","여성","40대","865","28893730","20240101"
"거창군","3","의료/미용","여성","50대","886","26048710","20240101"
"거창군","3","의료/미용","여성","60대","668","28385200","20240101"
"거창군","3","의료/미용","여성","70대이상","267","8650510","20240101"
"거창군","3","의생활","남성","20대","3","234000","20240101"
"거창군","3","의생활","남성","50대","4","270100","20240101"
"거창군","3","의생활","여성","40대","17","1665000","20240101"
"거창군","3","의생활","여성","50대","29","3430300","20240101"
"거창군","3","의생활","여성","60대","25","4035000","20240101"
"거창군","3","의생활","여성","70대이상","10","1276800","20240101"
"거창군","3","자동차","남성","10이하","6","53000","20240101"
"거창군","3","자동차","남성","20대","448","21609448","20240101"
"거창군","3","자동차","남성","30대","537","29186462","20240101"
"거창군","3","자동차","남성","40대","692","47935605","20240101"
"거창군","3","자동차","남성","50대","1051","88982681","20240101"
"거창군","3","자동차","남성","60대","632","41687498","20240101"
"거창군","3","자동차","남성","70대이상","183","13021686","20240101"
"거창군","3","자동차","여성","20대","91","3807360","20240101"
"거창군","3","자동차","여성","30대","247","19338982","20240101"
"거창군","3","자동차","여성","40대","393","26109603","20240101"
"거창군","3","자동차","여성","50대","407","22912660","20240101"
"거창군","3","자동차","여성","60대","198","11082557","20240101"
"거창군","3","자동차","여성","70대이상","31","1574284","20240101"
"거창군","3","주거생활","남성","20대","19","232500","20240101"
"거창군","3","주거생활","남성","30대","12","983150","20240101"
"거창군","3","주거생활","남성","40대","32","965310","20240101"
"거창군","3","주거생활","남성","50대","47","1947650","20240101"
"거창군","3","주거생활","남성","60대","22","952760","20240101"
"거창군","3","주거생활","남성","70대이상","10","395550","20240101"
"거창군","4","교육","남성","30대","18","354870","20240101"
"거창군","4","교육","남성","40대","92","6717890","20240101"
"거창군","4","교육","남성","50대","43","8047480","20240101"
"거창군","4","교육","여성","10이하","6","22800","20240101"
"거창군","4","교육","여성","20대","3","15200","20240101"
"거창군","4","교육","여성","30대","9","182900","20240101"
"거창군","4","교육","여성","40대","170","15336500","20240101"
"거창군","4","교육","여성","50대","25","2417440","20240101"
"거창군","4","기타","남성","50대","11","2543060","20240101"
"거창군","4","기타","여성","30대","72","11349270","20240101"
"거창군","4","기타","여성","40대","13","2388708","20240101"
"거창군","4","내구재","남성","10이하","3","280","20240101"
"거창군","4","내구재","남성","20대","33","7120","20240101"
"거창군","4","내구재","남성","30대","3","200","20240101"
"거창군","4","내구재","남성","40대","6","2600","20240101"
"거창군","4","내구재","남성","50대","9","1042250","20240101"
"거창군","4","내구재","여성","10이하","3","900","20240101"
"거창군","4","내구재","여성","30대","5","440","20240101"
"거창군","4","내구재","여성","40대","9","6160","20240101"
"거창군","4","내구재","여성","50대","3","6000","20240101"
"거창군","4","내구재","여성","60대","3","362000","20240101"
"거창군","4","레포츠/문화/취미","남성","10이하","247","750000","20240101"
"거창군","4","레포츠/문화/취미","남성","20대","2165","10481500","20240101"
"거창군","4","레포츠/문화/취미","남성","30대","238","2250400","20240101"
"거창군","4","레포츠/문화/취미","남성","40대","87","7693400","20240101"
"거창군","4","레포츠/문화/취미","남성","50대","297","34823600","20240101"
"거창군","4","레포츠/문화/취미","남성","60대","124","15627300","20240101"
"거창군","4","레포츠/문화/취미","남성","70대이상","17","2104400","20240101"
"거창군","4","레포츠/문화/취미","여성","20대","47","274400","20240101"
"거창군","4","레포츠/문화/취미","여성","30대","31","466500","20240101"
"거창군","4","레포츠/문화/취미","여성","40대","83","4258720","20240101"
"거창군","4","레포츠/문화/취미","여성","50대","155","12932700","20240101"
"거창군","4","레포츠/문화/취미","여성","60대","83","11622840","20240101"
"거창군","4","레포츠/문화/취미","여성","70대이상","6","568400","20240101"
"거창군","4","서비스","남성","20대","14","77000","20240101"
"거창군","4","서비스","남성","30대","6","29000","20240101"
"거창군","4","서비스","남성","40대","21","349900","20240101"
"거창군","4","서비스","남성","50대","16","344500","20240101"
"거창군","4","서비스","남성","60대","9","24500","20240101"
"거창군","4","서비스","여성","30대","6","34500","20240101"
"거창군","4","서비스","여성","40대","13","178500","20240101"
"거창군","4","서비스","여성","50대","22","85900","20240101"
"거창군","4","서비스","여성","60대","4","162500","20240101"
"거창군","4","서비스","여성","70대이상","3","15000","20240101"
"거창군","4","식생활","남성","10이하","66","1012620","20240101"
"거창군","4","식생활","남성","20대","4071","64124119","20240101"
"거창군","4","식생활","남성","30대","3173","63741720","20240101"
"거창군","4","식생활","남성","40대","4038","102530130","20240101"
"거창군","4","식생활","남성","50대","4490","131362807","20240101"
"거창군","4","식생활","남성","60대","2299","77889410","20240101"
"거창군","4","식생활","남성","70대이상","581","17340720","20240101"
"거창군","4","식생활","여성","10이하","78","539840","20240101"
"거창군","4","식생활","여성","20대","1238","19706530","20240101"
"거창군","4","식생활","여성","30대","2163","35051790","20240101"
"거창군","4","식생활","여성","40대","2962","59887310","20240101"
"거창군","4","식생활","여성","50대","2884","67259492","20240101"
"거창군","4","식생활","여성","60대","1336","41323751","20240101"
"거창군","4","식생활","여성","70대이상","163","4973160","20240101"
"거창군","4","여행","남성","20대","18","194750","20240101"
"거창군","4","여행","남성","30대","3","115000","20240101"
"거창군","4","여행","남성","40대","12","1355000","20240101"
"거창군","4","여행","남성","50대","9","840000","20240101"
"거창군","4","여행","남성","60대","12","297380","20240101"
"거창군","4","여행","여성","30대","3","145000","20240101"
"거창군","4","여행","여성","40대","9","46250","20240101"
"거창군","4","여행","여성","50대","4","7400","20240101"
"거창군","4","여행","여성","60대","12","174370","20240101"
"거창군","4","여행","여성","70대이상","10","88000","20240101"
"거창군","4","유통","남성","10이하","550","2579680","20240101"
"거창군","4","유통","남성","20대","6160","45794540","20240101"
"거창군","4","유통","남성","30대","4398","54798380","20240101"
"거창군","4","유통","남성","40대","4955","80555680","20240101"
"거창군","4","유통","남성","50대","4460","88625220","20240101"
"거창군","4","유통","남성","60대","2135","48021580","20240101"
"거창군","4","유통","남성","70대이상","714","17763990","20240101"
"거창군","4","유통","여성","10이하","348","1449790","20240101"
"거창군","4","유통","여성","20대","1479","16166970","20240101"
"거창군","4","유통","여성","30대","2091","32754410","20240101"
"거창군","4","유통","여성","40대","3418","63487284","20240101"
"거창군","4","유통","여성","50대","2904","71176640","20240101"
"거창군","4","유통","여성","60대","1557","47072100","20240101"
"거창군","4","유통","여성","70대이상","419","11121750","20240101"
"거창군","4","유흥","남성","20대","7","507000","20240101"
"거창군","4","유흥","남성","40대","7","2575000","20240101"
"거창군","4","유흥","남성","50대","6","1713000","20240101"
"거창군","4","유흥","남성","70대이상","3","300000","20240101"
"거창군","4","의료/미용","남성","20대","317","6932250","20240101"
"거창군","4","의료/미용","남성","30대","644","11031300","20240101"
"거창군","4","의료/미용","남성","40대","850","17805770","20240101"
"거창군","4","의료/미용","남성","50대","1049","34081350","20240101"
"거창군","4","의료/미용","남성","60대","770","17741270","20240101"
"거창군","4","의료/미용","남성","70대이상","449","11730800","20240101"
"거창군","4","의료/미용","여성","10이하","3","33600","20240101"
"거창군","4","의료/미용","여성","20대","165","1976550","20240101"
"거창군","4","의료/미용","여성","30대","539","10704580","20240101"
"거창군","4","의료/미용","여성","40대","916","22876220","20240101"
"거창군","4","의료/미용","여성","50대","815","26812360","20240101"
"거창군","4","의료/미용","여성","60대","710","32071480","20240101"
"거창군","4","의료/미용","여성","70대이상","241","6462620","20240101"
"거창군","4","의생활","남성","40대","7","1228000","20240101"
"거창군","4","의생활","남성","50대","9","866700","20240101"
"거창군","4","의생활","남성","70대이상","3","272300","20240101"
"거창군","4","의생활","여성","20대","3","85000","20240101"
"거창군","4","의생활","여성","30대","3","119600","20240101"
"거창군","4","의생활","여성","40대","29","2409300","20240101"
"거창군","4","의생활","여성","50대","33","3914500","20240101"
"거창군","4","의생활","여성","60대","39","4258620","20240101"
"거창군","4","의생활","여성","70대이상","11","1209800","20240101"
"거창군","4","자동차","남성","20대","386","16334857","20240101"
"거창군","4","자동차","남성","30대","589","26339183","20240101"
"거창군","4","자동차","남성","40대","679","46704260","20240101"
"거창군","4","자동차","남성","50대","1005","74028395","20240101"
"거창군","4","자동차","남성","60대","645","41770665","20240101"
"거창군","4","자동차","남성","70대이상","173","11706816","20240101"
"거창군","4","자동차","여성","20대","100","4342859","20240101"
"거창군","4","자동차","여성","30대","284","18746547","20240101"
"거창군","4","자동차","여성","40대","368","22628652","20240101"
"거창군","4","자동차","여성","50대","443","23824361","20240101"
"거창군","4","자동차","여성","60대","197","12621757","20240101"
"거창군","4","자동차","여성","70대이상","44","1605676","20240101"
"거창군","4","주거생활","남성","20대","27","1242500","20240101"
"거창군","4","주거생활","남성","30대","6","218000","20240101"
"거창군","4","주거생활","남성","40대","23","450730","20240101"
"거창군","4","주거생활","남성","50대","38","1152700","20240101"
"거창군","4","주거생활","남성","60대","30","3983550","20240101"
"거창군","4","주거생활","남성","70대이상","6","191900","20240101"
"거창군","4","주거생활","여성","30대","3","8800","20240101"
"거창군","4","주거생활","여성","60대","4","62000","20240101"
"거창군","5","교육","남성","20대","3","18150","20240101"
"거창군","5","교육","남성","30대","23","386250","20240101"
"거창군","5","교육","남성","40대","133","14290400","20240101"
"거창군","5","교육","남성","50대","120","20825555","20240101"
"거창군","5","교육","여성","10이하","3","5900","20240101"
"거창군","5","교육","여성","20대","6","28800","20240101"
"거창군","5","교육","여성","30대","12","230650","20240101"
"거창군","5","교육","여성","40대","192","26966450","20240101"
"거창군","5","교육","여성","50대","53","3545770","20240101"
"거창군","5","기타","남성","40대","4","1065000","20240101"
"거창군","5","기타","남성","50대","12","2583998","20240101"
"거창군","5","기타","남성","60대","3","110500","20240101"
"거창군","5","기타","여성","30대","29","8708691","20240101"
"거창군","5","기타","여성","40대","12","3147000","20240101"
"거창군","5","기타","여성","50대","3","259500","20240101"
"거창군","5","기타","여성","60대","6","180500","20240101"
"거창군","5","내구재","남성","10이하","4","2080","20240101"
"거창군","5","내구재","남성","20대","46","21080","20240101"
"거창군","5","내구재","남성","30대","7","2520","20240101"
"거창군","5","내구재","남성","40대","5","560","20240101"
"거창군","5","내구재","남성","60대","3","113500","20240101"
"거창군","5","내구재","여성","20대","12","3960","20240101"
"거창군","5","내구재","여성","30대","3","9600","20240101"
"거창군","5","내구재","여성","40대","36","23900","20240101"
"거창군","5","내구재","여성","50대","3","625100","20240101"
"거창군","5","내구재","여성","60대","6","27800","20240101"
"거창군","5","레포츠/문화/취미","남성","10이하","356","1314100","20240101"
"거창군","5","레포츠/문화/취미","남성","20대","2232","11939800","20240101"
"거창군","5","레포츠/문화/취미","남성","30대","233","1737800","20240101"
"거창군","5","레포츠/문화/취미","남성","40대","176","22866600","20240101"
"거창군","5","레포츠/문화/취미","남성","50대","344","37536100","20240101"
"거창군","5","레포츠/문화/취미","남성","60대","90","11466000","20240101"
"거창군","5","레포츠/문화/취미","남성","70대이상","10","918900","20240101"
"거창군","5","레포츠/문화/취미","여성","10이하","40","134900","20240101"
"거창군","5","레포츠/문화/취미","여성","20대","51","241700","20240101"
"거창군","5","레포츠/문화/취미","여성","30대","57","1187800","20240101"
"거창군","5","레포츠/문화/취미","여성","40대","99","5780250","20240101"
"거창군","5","레포츠/문화/취미","여성","50대","216","9431000","20240101"
"거창군","5","레포츠/문화/취미","여성","60대","61","5920960","20240101"
"거창군","5","레포츠/문화/취미","여성","70대이상","6","709300","20240101"
"거창군","5","서비스","남성","20대","17","1025700","20240101"
"거창군","5","서비스","남성","30대","10","113800","20240101"
"거창군","5","서비스","남성","40대","4","8400","20240101"
"거창군","5","서비스","남성","50대","29","1176100","20240101"
"거창군","5","서비스","남성","60대","3","113200","20240101"
"거창군","5","서비스","여성","20대","4","12000","20240101"
"거창군","5","서비스","여성","30대","6","41500","20240101"
"거창군","5","서비스","여성","40대","8","36000","20240101"
"거창군","5","서비스","여성","50대","14","602900","20240101"
"거창군","5","식생활","남성","10이하","120","1130970","20240101"
"거창군","5","식생활","남성","20대","4310","72816010","20240101"
"거창군","5","식생활","남성","30대","3333","68655706","20240101"
"거창군","5","식생활","남성","40대","4745","119872636","20240101"
"거창군","5","식생활","남성","50대","5019","159146752","20240101"
"거창군","5","식생활","남성","60대","2603","80034969","20240101"
"거창군","5","식생활","남성","70대이상","594","19126310","20240101"
"거창군","5","식생활","여성","10이하","90","649650","20240101"
"거창군","5","식생활","여성","20대","1371","23205580","20240101"
"거창군","5","식생활","여성","30대","2282","45472640","20240101"
"거창군","5","식생활","여성","40대","3383","70923430","20240101"
"거창군","5","식생활","여성","50대","3291","79392330","20240101"
"거창군","5","식생활","여성","60대","1565","42063810","20240101"
"거창군","5","식생활","여성","70대이상","196","7399060","20240101"
"거창군","5","여행","남성","20대","29","519490","20240101"
"거창군","5","여행","남성","30대","14","532040","20240101"
"거창군","5","여행","남성","40대","12","779000","20240101"
"거창군","5","여행","남성","50대","12","529000","20240101"
"거창군","5","여행","남성","60대","16","358100","20240101"
"거창군","5","여행","남성","70대이상","3","18100","20240101"
"거창군","5","여행","여성","20대","4","25750","20240101"
"거창군","5","여행","여성","40대","6","30900","20240101"
"거창군","5","여행","여성","50대","3","128000","20240101"
"거창군","5","여행","여성","60대","18","178390","20240101"
"거창군","5","여행","여성","70대이상","14","515650","20240101"
"거창군","5","유통","남성","10이하","601","2931310","20240101"
"거창군","5","유통","남성","20대","6361","48120170","20240101"
"거창군","5","유통","남성","30대","4729","54074600","20240101"
"거창군","5","유통","남성","40대","5284","86464460","20240101"
"거창군","5","유통","남성","50대","4866","100813942","20240101"
"거창군","5","유통","남성","60대","2486","66677070","20240101"
"거창군","5","유통","남성","70대이상","823","22845430","20240101"
"거창군","5","유통","여성","10이하","339","1500140","20240101"
"거창군","5","유통","여성","20대","1596","17589880","20240101"
"거창군","5","유통","여성","30대","2411","41034270","20240101"
"거창군","5","유통","여성","40대","3685","68903830","20240101"
"거창군","5","유통","여성","50대","3378","86386845","20240101"
"거창군","5","유통","여성","60대","1803","63916320","20240101"
"거창군","5","유통","여성","70대이상","427","11893950","20240101"
"거창군","5","유흥","남성","40대","9","2003000","20240101"
"거창군","5","유흥","남성","50대","6","1091000","20240101"
"거창군","5","의료/미용","남성","10이하","3","16000","20240101"
"거창군","5","의료/미용","남성","20대","399","7022080","20240101"
"거창군","5","의료/미용","남성","30대","586","10227080","20240101"
"거창군","5","의료/미용","남성","40대","993","23068010","20240101"
"거창군","5","의료/미용","남성","50대","1128","35446790","20240101"
"거창군","5","의료/미용","남성","60대","810","18708290","20240101"
"거창군","5","의료/미용","남성","70대이상","555","13394550","20240101"
"거창군","5","의료/미용","여성","20대","209","7579150","20240101"
"거창군","5","의료/미용","여성","30대","559","16978290","20240101"
"거창군","5","의료/미용","여성","40대","1024","21475960","20240101"
"거창군","5","의료/미용","여성","50대","914","27799020","20240101"
"거창군","5","의료/미용","여성","60대","771","23878810","20240101"
"거창군","5","의료/미용","여성","70대이상","298","8884070","20240101"
"거창군","5","의생활","남성","20대","7","710000","20240101"
"거창군","5","의생활","남성","40대","10","837100","20240101"
"거창군","5","의생활","남성","50대","6","425000","20240101"
"거창군","5","의생활","남성","60대","3","121900","20240101"
"거창군","5","의생활","여성","20대","7","1299600","20240101"
"거창군","5","의생활","여성","40대","31","4574500","20240101"
"거창군","5","의생활","여성","50대","35","3836400","20240101"
"거창군","5","의생활","여성","60대","38","3550000","20240101"
"거창군","5","의생활","여성","70대이상","8","807120","20240101"
"거창군","5","자동차","남성","20대","369","17055779","20240101"
"거창군","5","자동차","남성","30대","516","24142254","20240101"
"거창군","5","자동차","남성","40대","743","51035863","20240101"
"거창군","5","자동차","남성","50대","988","71933735","20240101"
"거창군","5","자동차","남성","60대","684","41666323","20240101"
"거창군","5","자동차","남성","70대이상","214","12203054","20240101"
"거창군","5","자동차","여성","20대","81","2816722","20240101"
"거창군","5","자동차","여성","30대","239","14006830","20240101"
"거창군","5","자동차","여성","40대","358","18981864","20240101"
"거창군","5","자동차","여성","50대","483","25519421","20240101"
"거창군","5","자동차","여성","60대","177","8829126","20240101"
"거창군","5","자동차","여성","70대이상","32","1529195","20240101"
"거창군","5","주거생활","남성","20대","11","157000","20240101"
"거창군","5","주거생활","남성","30대","23","417190","20240101"
"거창군","5","주거생활","남성","40대","28","1072100","20240101"
"거창군","5","주거생활","남성","50대","36","1492500","20240101"
"거창군","5","주거생활","남성","60대","26","2236080","20240101"
"거창군","5","주거생활","남성","70대이상","4","98800","20240101"
"거창군","5","주거생활","여성","40대","3","168000","20240101"
"거창군","5","주거생활","여성","50대","4","52500","20240101"
"거창군","5","주거생활","여성","60대","9","448500","20240101"
"거창군","6","교육","남성","20대","6","15100","20240101"
"거창군","6","교육","남성","30대","27","931020","20240101"
"거창군","6","교육","남성","40대","141","10501350","20240101"
"거창군","6","교육","남성","50대","46","7204870","20240101"
"거창군","6","교육","남성","60대","7","71800","20240101"
"거창군","6","교육","여성","10이하","4","8500","20240101"
"거창군","6","교육","여성","20대","3","17900","20240101"
"거창군","6","교육","여성","30대","10","118900","20240101"
"거창군","6","교육","여성","40대","140","13386690","20240101"
"거창군","6","교육","여성","50대","31","3091360","20240101"
"거창군","6","교육","여성","60대","3","29080","20240101"
"거창군","6","기타","남성","30대","4","49600","20240101"
"거창군","6","기타","남성","40대","6","1767000","20240101"
"거창군","6","기타","남성","50대","3","1012000","20240101"
"거창군","6","기타","여성","30대","93","13738243","20240101"
"거창군","6","기타","여성","40대","14","3371780","20240101"
"거창군","6","기타","여성","70대이상","3","15000","20240101"
"거창군","6","내구재","남성","20대","28","9820","20240101"
"거창군","6","내구재","남성","30대","3","360","20240101"
"거창군","6","내구재","남성","50대","3","87000","20240101"
"거창군","6","내구재","여성","10이하","5","960","20240101"
"거창군","6","내구재","여성","20대","3","1440","20240101"
"거창군","6","내구재","여성","30대","8","2200","20240101"
"거창군","6","내구재","여성","40대","31","18940","20240101"
"거창군","6","내구재","여성","60대","3","245000","20240101"
"거창군","6","레포츠/문화/취미","남성","10이하","320","1152700","20240101"
"거창군","6","레포츠/문화/취미","남성","20대","2221","11239800","20240101"
"거창군","6","레포츠/문화/취미","남성","30대","216","1483400","20240101"
"거창군","6","레포츠/문화/취미","남성","40대","198","13341700","20240101"
"거창군","6","레포츠/문화/취미","남성","50대","315","39739200","20240101"
"거창군","6","레포츠/문화/취미","남성","60대","147","22277300","20240101"
"거창군","6","레포츠/문화/취미","남성","70대이상","3","245000","20240101"
"거창군","6","레포츠/문화/취미","여성","10이하","31","102000","20240101"
"거창군","6","레포츠/문화/취미","여성","20대","48","347100","20240101"
"거창군","6","레포츠/문화/취미","여성","30대","4","9600","20240101"
"거창군","6","레포츠/문화/취미","여성","40대","36","3317200","20240101"
"거창군","6","레포츠/문화/취미","여성","50대","236","17837900","20240101"
"거창군","6","레포츠/문화/취미","여성","60대","56","5307700","20240101"
"거창군","6","서비스","남성","10이하","3","22500","20240101"
"거창군","6","서비스","남성","20대","13","60000","20240101"
"거창군","6","서비스","남성","30대","10","124000","20240101"
"거창군","6","서비스","남성","40대","8","394500","20240101"
"거창군","6","서비스","남성","50대","3","63500","20240101"
"거창군","6","서비스","남성","60대","6","226800","20240101"
"거창군","6","서비스","여성","30대","9","39400","20240101"
"거창군","6","서비스","여성","40대","14","113200","20240101"
"거창군","6","서비스","여성","50대","19","308000","20240101"
"거창군","6","식생활","남성","10이하","98","857750","20240101"
"거창군","6","식생활","남성","20대","3976","64406460","20240101"
"거창군","6","식생활","남성","30대","3148","59097839","20240101"
"거창군","6","식생활","남성","40대","4117","96828570","20240101"
"거창군","6","식생활","남성","50대","4685","140516688","20240101"
"거창군","6","식생활","남성","60대","2417","71926335","20240101"
"거창군","6","식생활","남성","70대이상","573","19462330","20240101"
"거창군","6","식생활","여성","10이하","103","605710","20240101"
"거창군","6","식생활","여성","20대","1370","23339070","20240101"
"거창군","6","식생활","여성","30대","2120","37968950","20240101"
"거창군","6","식생활","여성","40대","3078","65585535","20240101"
"거창군","6","식생활","여성","50대","2942","67969630","20240101"
"거창군","6","식생활","여성","60대","1447","42755050","20240101"
"거창군","6","식생활","여성","70대이상","191","7198510","20240101"
"거창군","6","여행","남성","20대","35","625430","20240101"
"거창군","6","여행","남성","30대","7","262780","20240101"
"거창군","6","여행","남성","40대","6","400000","20240101"
"거창군","6","여행","남성","60대","16","615500","20240101"
"거창군","6","여행","여성","30대","3","7650","20240101"
"거창군","6","여행","여성","40대","8","73950","20240101"
"거창군","6","여행","여성","60대","11","118660","20240101"
"거창군","6","여행","여성","70대이상","10","45960","20240101"
"거창군","6","유통","남성","10이하","686","2893750","20240101"
"거창군","6","유통","남성","20대","6537","49690260","20240101"
"거창군","6","유통","남성","30대","4763","56923850","20240101"
"거창군","6","유통","남성","40대","5264","79749510","20240101"
"거창군","6","유통","남성","50대","4887","97133680","20240101"
"거창군","6","유통","남성","60대","2416","56493310","20240101"
"거창군","6","유통","남성","70대이상","850","24225710","20240101"
"거창군","6","유통","여성","10이하","269","1017490","20240101"
"거창군","6","유통","여성","20대","1379","16499215","20240101"
"거창군","6","유통","여성","30대","2311","36165000","20240101"
"거창군","6","유통","여성","40대","3652","69009020","20240101"
"거창군","6","유통","여성","50대","3231","79329473","20240101"
"거창군","6","유통","여성","60대","1819","56732940","20240101"
"거창군","6","유통","여성","70대이상","479","12972910","20240101"
"거창군","6","유흥","남성","20대","13","1424000","20240101"
"거창군","6","유흥","남성","50대","7","1513000","20240101"
"거창군","6","유흥","남성","60대","4","530000","20240101"
"거창군","6","유흥","여성","20대","3","289000","20240101"
"거창군","6","의료/미용","남성","10이하","3","261900","20240101"
"거창군","6","의료/미용","남성","20대","330","8271240","20240101"
"거창군","6","의료/미용","남성","30대","516","8898780","20240101"
"거창군","6","의료/미용","남성","40대","872","21552453","20240101"
"거창군","6","의료/미용","남성","50대","1053","32613090","20240101"
"거창군","6","의료/미용","남성","60대","803","19674100","20240101"
"거창군","6","의료/미용","남성","70대이상","518","12383870","20240101"
"거창군","6","의료/미용","여성","20대","191","3078170","20240101"
"거창군","6","의료/미용","여성","30대","586","13792230","20240101"
"거창군","6","의료/미용","여성","40대","856","20850960","20240101"
"거창군","6","의료/미용","여성","50대","905","28488460","20240101"
"거창군","6","의료/미용","여성","60대","739","19465050","20240101"
"거창군","6","의료/미용","여성","70대이상","259","5954360","20240101"
"거창군","6","의생활","남성","30대","6","360400","20240101"
"거창군","6","의생활","남성","40대","3","265300","20240101"
"거창군","6","의생활","남성","50대","3","420300","20240101"
"거창군","6","의생활","남성","60대","6","102600","20240101"
"거창군","6","의생활","여성","40대","22","1797900","20240101"
"거창군","6","의생활","여성","50대","87","11085100","20240101"
"거창군","6","의생활","여성","60대","27","3737000","20240101"
"거창군","6","의생활","여성","70대이상","3","225700","20240101"
"거창군","6","자동차","남성","10이하","3","110000","20240101"
"거창군","6","자동차","남성","20대","437","17637366","20240101"
"거창군","6","자동차","남성","30대","543","25646065","20240101"
"거창군","6","자동차","남성","40대","696","42872504","20240101"
"거창군","6","자동차","남성","50대","929","68146346","20240101"
"거창군","6","자동차","남성","60대","613","40686883","20240101"
"거창군","6","자동차","남성","70대이상","188","10161545","20240101"
"거창군","6","자동차","여성","20대","62","2486135","20240101"
"거창군","6","자동차","여성","30대","249","14119422","20240101"
"거창군","6","자동차","여성","40대","366","22141962","20240101"
"거창군","6","자동차","여성","50대","417","20547465","20240101"
"거창군","6","자동차","여성","60대","195","8871717","20240101"
"거창군","6","자동차","여성","70대이상","18","668000","20240101"
"거창군","6","주거생활","남성","20대","12","133000","20240101"
"거창군","6","주거생활","남성","30대","10","93500","20240101"
"거창군","6","주거생활","남성","40대","15","726040","20240101"
"거창군","6","주거생활","남성","50대","30","1681200","20240101"
"거창군","6","주거생활","남성","60대","34","1908940","20240101"
"거창군","6","주거생활","여성","40대","6","62000","20240101"
"거창군","6","주거생활","여성","50대","11","257900","20240101"
"거창군","6","주거생활","여성","60대","12","271000","20240101"
"거창군","7","교육","남성","30대","5","112500","20240101"
"거창군","7","교육","남성","40대","134","10361400","20240101"
"거창군","7","교육","남성","50대","47","6233760","20240101"
"거창군","7","교육","여성","20대","3","16000","20240101"
"거창군","7","교육","여성","30대","4","89680","20240101"
"거창군","7","교육","여성","40대","184","14284090","20240101"
"거창군","7","교육","여성","50대","36","3261680","20240101"
"거창군","7","기타","남성","50대","3","717000","20240101"
"거창군","7","기타","여성","30대","65","12117569","20240101"
"거창군","7","기타","여성","40대","4","1348000","20240101"
"거창군","7","기타","여성","60대","3","103500","20240101"
"거창군","7","내구재","남성","20대","29","11000","20240101"
"거창군","7","내구재","남성","30대","6","320","20240101"
"거창군","7","내구재","남성","40대","7","2240","20240101"
"거창군","7","내구재","남성","50대","3","165000","20240101"
"거창군","7","내구재","남성","70대이상","3","1358000","20240101"
"거창군","7","내구재","여성","10이하","7","600","20240101"
"거창군","7","내구재","여성","20대","3","1480","20240101"
"거창군","7","내구재","여성","30대","17","9600","20240101"
"거창군","7","내구재","여성","40대","32","6080","20240101"
"거창군","7","내구재","여성","50대","11","1520","20240101"
"거창군","7","내구재","여성","60대","10","4784500","20240101"
"거창군","7","레포츠/문화/취미","남성","10이하","320","1035700","20240101"
"거창군","7","레포츠/문화/취미","남성","20대","2216","11173900","20240101"
"거창군","7","레포츠/문화/취미","남성","30대","175","1364000","20240101"
"거창군","7","레포츠/문화/취미","남성","40대","193","8000800","20240101"
"거창군","7","레포츠/문화/취미","남성","50대","283","28281500","20240101"
"거창군","7","레포츠/문화/취미","남성","60대","86","9125211","20240101"
"거창군","7","레포츠/문화/취미","남성","70대이상","6","481300","20240101"
