"시군구명","월","분류","유입지","매출건수","매출금액합계","데이터기준일"
"창원시 의창구","1","교육","경남","3056","308999322","20240101"
"창원시 의창구","1","교육","부산","7","34800","20240101"
"창원시 의창구","1","기타","경기","3","30250","20240101"
"창원시 의창구","1","기타","경남","2421","165341552","20240101"
"창원시 의창구","1","기타","부산","4","87560","20240101"
"창원시 의창구","1","기타","서울","130","4562164","20240101"
"창원시 의창구","1","내구재","경기","3","900","20240101"
"창원시 의창구","1","내구재","경남","1449","68438919","20240101"
"창원시 의창구","1","내구재","경북","16","8180","20240101"
"창원시 의창구","1","내구재","대구","17","309750","20240101"
"창원시 의창구","1","내구재","대전","3","300","20240101"
"창원시 의창구","1","내구재","부산","162","91670","20240101"
"창원시 의창구","1","내구재","서울","14","89656","20240101"
"창원시 의창구","1","내구재","울산","14","3980","20240101"
"창원시 의창구","1","내구재","전남","7","22420","20240101"
"창원시 의창구","1","내구재","충남","11","600","20240101"
"창원시 의창구","1","내구재","충북","5","700","20240101"
"창원시 의창구","1","레포츠/문화/취미","강원","52","290300","20240101"
"창원시 의창구","1","레포츠/문화/취미","경기","146","1027200","20240101"
"창원시 의창구","1","레포츠/문화/취미","경남","16035","244540851","20240101"
"창원시 의창구","1","레포츠/문화/취미","경북","283","21535800","20240101"
"창원시 의창구","1","레포츠/문화/취미","광주","4","8000","20240101"
"창원시 의창구","1","레포츠/문화/취미","대구","67","1362000","20240101"
"창원시 의창구","1","레포츠/문화/취미","대전","27","116700","20240101"
"창원시 의창구","1","레포츠/문화/취미","부산","226","2284700","20240101"
"창원시 의창구","1","레포츠/문화/취미","서울","158","944300","20240101"
"창원시 의창구","1","레포츠/문화/취미","세종","10","47200","20240101"
"창원시 의창구","1","레포츠/문화/취미","울산","22","125100","20240101"
"창원시 의창구","1","레포츠/문화/취미","인천","51","252200","20240101"
"창원시 의창구","1","레포츠/문화/취미","전남","17","111100","20240101"
"창원시 의창구","1","레포츠/문화/취미","전북","19","64300","20240101"
"창원시 의창구","1","레포츠/문화/취미","제주","3","13000","20240101"
"창원시 의창구","1","레포츠/문화/취미","충남","29","410000","20240101"
"창원시 의창구","1","레포츠/문화/취미","충북","23","161900","20240101"
"창원시 의창구","1","서비스","경기","30","50520","20240101"
"창원시 의창구","1","서비스","경남","3572","55920956","20240101"
"창원시 의창구","1","서비스","경북","11","9360","20240101"
"창원시 의창구","1","서비스","광주","7","38500","20240101"
"창원시 의창구","1","서비스","대구","39","162760","20240101"
"창원시 의창구","1","서비스","대전","7","15540","20240101"
"창원시 의창구","1","서비스","부산","21","30550","20240101"
"창원시 의창구","1","서비스","서울","35","183250","20240101"
"창원시 의창구","1","서비스","울산","15","69970","20240101"
"창원시 의창구","1","서비스","인천","3","5000","20240101"
"창원시 의창구","1","서비스","전남","11","4140","20240101"
"창원시 의창구","1","식생활","강원","9","141800","20240101"
"창원시 의창구","1","식생활","경기","176","3445120","20240101"
"창원시 의창구","1","식생활","경남","139716","3553121705","20240101"
"창원시 의창구","1","식생활","경북","50","1033080","20240101"
"창원시 의창구","1","식생활","광주","35","838500","20240101"
"창원시 의창구","1","식생활","대구","187","3593450","20240101"
"창원시 의창구","1","식생활","대전","24","652700","20240101"
"창원시 의창구","1","식생활","부산","1765","40732070","20240101"
"창원시 의창구","1","식생활","서울","452","10729920","20240101"
"창원시 의창구","1","식생활","세종","9","262000","20240101"
"창원시 의창구","1","식생활","울산","68","2252880","20240101"
"창원시 의창구","1","식생활","인천","54","714600","20240101"
"창원시 의창구","1","식생활","전남","9","431500","20240101"
"창원시 의창구","1","식생활","전북","4","6100","20240101"
"창원시 의창구","1","식생활","제주","3","10700","20240101"
"창원시 의창구","1","식생활","충남","6","29400","20240101"
"창원시 의창구","1","식생활","충북","16","563400","20240101"
"창원시 의창구","1","여행","경기","10","700000","20240101"
"창원시 의창구","1","여행","경남","1207","45318800","20240101"
"창원시 의창구","1","여행","경북","6","320000","20240101"
"창원시 의창구","1","여행","대전","3","285000","20240101"
"창원시 의창구","1","여행","부산","80","3436400","20240101"
"창원시 의창구","1","여행","서울","3","165000","20240101"
"창원시 의창구","1","여행","인천","6","380000","20240101"
"창원시 의창구","1","유통","강원","38","428530","20240101"
"창원시 의창구","1","유통","경기","1204","12772350","20240101"
"창원시 의창구","1","유통","경남","159020","2540448744","20240101"
"창원시 의창구","1","유통","경북","281","3022560","20240101"
"창원시 의창구","1","유통","광주","108","1132500","20240101"
"창원시 의창구","1","유통","대구","676","5553360","20240101"
"창원시 의창구","1","유통","대전","167","1081320","20240101"
"창원시 의창구","1","유통","부산","3261","31291530","20240101"
"창원시 의창구","1","유통","서울","1839","15962970","20240101"
"창원시 의창구","1","유통","세종","39","361670","20240101"
"창원시 의창구","1","유통","울산","280","1662840","20240101"
"창원시 의창구","1","유통","인천","221","1798430","20240101"
"창원시 의창구","1","유통","전남","62","5394110","20240101"
"창원시 의창구","1","유통","전북","23","300720","20240101"
"창원시 의창구","1","유통","제주","26","377590","20240101"
"창원시 의창구","1","유통","충남","92","304800","20240101"
"창원시 의창구","1","유통","충북","90","1200740","20240101"
"창원시 의창구","1","유흥","경기","4","16000","20240101"
"창원시 의창구","1","유흥","경남","2026","141732518","20240101"
"창원시 의창구","1","유흥","경북","3","8000","20240101"
"창원시 의창구","1","유흥","대전","3","1020000","20240101"
"창원시 의창구","1","유흥","전북","3","9000","20240101"
"창원시 의창구","1","의료/미용","강원","3","57600","20240101"
"창원시 의창구","1","의료/미용","경기","39","1657760","20240101"
"창원시 의창구","1","의료/미용","경남","56562","2635366185","20240101"
"창원시 의창구","1","의료/미용","경북","12","3633210","20240101"
"창원시 의창구","1","의료/미용","광주","7","543550","20240101"
"창원시 의창구","1","의료/미용","대구","20","735880","20240101"
"창원시 의창구","1","의료/미용","대전","9","10084960","20240101"
"창원시 의창구","1","의료/미용","부산","330","11674560","20240101"
"창원시 의창구","1","의료/미용","서울","38","572100","20240101"
"창원시 의창구","1","의료/미용","울산","10","12145500","20240101"
"창원시 의창구","1","의료/미용","인천","3","3000","20240101"
"창원시 의창구","1","의료/미용","충남","6","2008500","20240101"
"창원시 의창구","1","의생활","경남","908","56887220","20240101"
"창원시 의창구","1","자동차","경기","14","560020","20240101"
"창원시 의창구","1","자동차","경남","31588","1899848176","20240101"
"창원시 의창구","1","자동차","경북","6","318300","20240101"
"창원시 의창구","1","자동차","대구","35","1747076","20240101"
"창원시 의창구","1","자동차","부산","73","3018278","20240101"
"창원시 의창구","1","자동차","서울","28","1316602","20240101"
"창원시 의창구","1","자동차","세종","3","125000","20240101"
"창원시 의창구","1","자동차","인천","12","776300","20240101"
"창원시 의창구","1","자동차","충남","3","160000","20240101"
"창원시 의창구","1","주거생활","경기","3","159830","20240101"
"창원시 의창구","1","주거생활","경남","2006","136349080","20240101"
"창원시 의창구","1","주거생활","경북","44","2238500","20240101"
"창원시 의창구","1","주거생활","대구","3","262500","20240101"
"창원시 의창구","1","주거생활","부산","23","1231950","20240101"
"창원시 의창구","1","주거생활","서울","3","191000","20240101"
"창원시 의창구","1","주거생활","인천","3","96030","20240101"
"창원시 의창구","2","교육","경기","3","51100","20240101"
"창원시 의창구","2","교육","경남","3121","305144920","20240101"
"창원시 의창구","2","교육","대전","4","444600","20240101"
"창원시 의창구","2","교육","부산","3","22000","20240101"
"창원시 의창구","2","교육","울산","3","700000","20240101"
"창원시 의창구","2","기타","경남","2322","178370521","20240101"
"창원시 의창구","2","기타","대구","3","202191","20240101"
"창원시 의창구","2","기타","부산","4","170940","20240101"
"창원시 의창구","2","기타","서울","202","10144307","20240101"
"창원시 의창구","2","내구재","경기","3","2240","20240101"
"창원시 의창구","2","내구재","경남","1401","82675016","20240101"
"창원시 의창구","2","내구재","경북","4","1600","20240101"
"창원시 의창구","2","내구재","광주","7","2100","20240101"
"창원시 의창구","2","내구재","부산","93","44150","20240101"
"창원시 의창구","2","내구재","서울","3","5000","20240101"
"창원시 의창구","2","내구재","울산","3","700","20240101"
"창원시 의창구","2","레포츠/문화/취미","강원","17","206500","20240101"
"창원시 의창구","2","레포츠/문화/취미","경기","80","316300","20240101"
"창원시 의창구","2","레포츠/문화/취미","경남","14041","218571423","20240101"
"창원시 의창구","2","레포츠/문화/취미","경북","413","41670600","20240101"
"창원시 의창구","2","레포츠/문화/취미","대구","99","2202300","20240101"
"창원시 의창구","2","레포츠/문화/취미","대전","13","41900","20240101"
"창원시 의창구","2","레포츠/문화/취미","부산","171","792600","20240101"
"창원시 의창구","2","레포츠/문화/취미","서울","55","427200","20240101"
"창원시 의창구","2","레포츠/문화/취미","울산","10","625500","20240101"
"창원시 의창구","2","레포츠/문화/취미","인천","44","1450650","20240101"
"창원시 의창구","2","레포츠/문화/취미","전남","24","75200","20240101"
"창원시 의창구","2","레포츠/문화/취미","전북","7","41500","20240101"
"창원시 의창구","2","레포츠/문화/취미","충북","16","79000","20240101"
"창원시 의창구","2","서비스","경기","9","38200","20240101"
"창원시 의창구","2","서비스","경남","3412","65922375","20240101"
"창원시 의창구","2","서비스","경북","11","41410","20240101"
"창원시 의창구","2","서비스","대구","30","149100","20240101"
"창원시 의창구","2","서비스","대전","3","12500","20240101"
"창원시 의창구","2","서비스","부산","62","180170","20240101"
"창원시 의창구","2","서비스","서울","19","95000","20240101"
"창원시 의창구","2","서비스","울산","6","43500","20240101"
"창원시 의창구","2","식생활","강원","3","5700","20240101"
"창원시 의창구","2","식생활","경기","213","5681170","20240101"
"창원시 의창구","2","식생활","경남","137781","3357670661","20240101"
"창원시 의창구","2","식생활","경북","101","1522180","20240101"
"창원시 의창구","2","식생활","광주","51","1036280","20240101"
"창원시 의창구","2","식생활","대구","191","4968230","20240101"
"창원시 의창구","2","식생활","대전","34","1445100","20240101"
"창원시 의창구","2","식생활","부산","1914","46891950","20240101"
"창원시 의창구","2","식생활","서울","374","12017140","20240101"
"창원시 의창구","2","식생활","세종","6","49800","20240101"
"창원시 의창구","2","식생활","울산","25","744400","20240101"
"창원시 의창구","2","식생활","인천","16","743000","20240101"
"창원시 의창구","2","식생활","전남","3","7100","20240101"
"창원시 의창구","2","식생활","전북","9","230000","20240101"
"창원시 의창구","2","식생활","제주","36","356900","20240101"
"창원시 의창구","2","식생활","충남","4","74800","20240101"
"창원시 의창구","2","식생활","충북","6","6400","20240101"
"창원시 의창구","2","여행","경기","10","1320000","20240101"
"창원시 의창구","2","여행","경남","903","36671100","20240101"
"창원시 의창구","2","여행","부산","40","1821000","20240101"
"창원시 의창구","2","여행","서울","28","2781000","20240101"
"창원시 의창구","2","여행","인천","3","205000","20240101"
"창원시 의창구","2","유통","강원","67","1221870","20240101"
"창원시 의창구","2","유통","경기","994","9887010","20240101"
"창원시 의창구","2","유통","경남","148394","2224952223","20240101"
"창원시 의창구","2","유통","경북","231","2218570","20240101"
"창원시 의창구","2","유통","광주","82","573830","20240101"
"창원시 의창구","2","유통","대구","589","4139920","20240101"
"창원시 의창구","2","유통","대전","128","697540","20240101"
"창원시 의창구","2","유통","부산","3117","27711590","20240101"
"창원시 의창구","2","유통","서울","1297","9505880","20240101"
"창원시 의창구","2","유통","세종","44","189030","20240101"
"창원시 의창구","2","유통","울산","136","1623140","20240101"
"창원시 의창구","2","유통","인천","161","1306880","20240101"
"창원시 의창구","2","유통","전남","86","6490740","20240101"
"창원시 의창구","2","유통","전북","25","368770","20240101"
"창원시 의창구","2","유통","제주","38","745700","20240101"
"창원시 의창구","2","유통","충남","78","324930","20240101"
"창원시 의창구","2","유통","충북","28","231650","20240101"
"창원시 의창구","2","유흥","경남","2001","135263806","20240101"
"창원시 의창구","2","유흥","경북","3","810000","20240101"
"창원시 의창구","2","유흥","대구","3","140000","20240101"
"창원시 의창구","2","유흥","부산","7","96000","20240101"
"창원시 의창구","2","유흥","서울","3","6000","20240101"
"창원시 의창구","2","의료/미용","강원","6","148100","20240101"
"창원시 의창구","2","의료/미용","경기","26","1192020","20240101"
"창원시 의창구","2","의료/미용","경남","54137","2482918676","20240101"
"창원시 의창구","2","의료/미용","경북","19","818320","20240101"
"창원시 의창구","2","의료/미용","광주","3","17000","20240101"
"창원시 의창구","2","의료/미용","대구","33","5325245","20240101"
"창원시 의창구","2","의료/미용","부산","331","18697870","20240101"
"창원시 의창구","2","의료/미용","서울","83","6178920","20240101"
"창원시 의창구","2","의료/미용","세종","3","75440","20240101"
"창원시 의창구","2","의료/미용","울산","3","72200","20240101"
"창원시 의창구","2","의료/미용","전남","6","616900","20240101"
"창원시 의창구","2","의료/미용","전북","3","34500","20240101"
"창원시 의창구","2","의료/미용","충남","3","309870","20240101"
"창원시 의창구","2","의료/미용","충북","3","208120","20240101"
"창원시 의창구","2","의생활","경남","880","55379710","20240101"
"창원시 의창구","2","의생활","충남","3","102000","20240101"
"창원시 의창구","2","자동차","경기","21","202945","20240101"
"창원시 의창구","2","자동차","경남","31486","1871100580","20240101"
"창원시 의창구","2","자동차","경북","11","478000","20240101"
"창원시 의창구","2","자동차","광주","3","482750","20240101"
"창원시 의창구","2","자동차","대구","25","1022250","20240101"
"창원시 의창구","2","자동차","대전","12","436860","20240101"
"창원시 의창구","2","자동차","부산","100","3901406","20240101"
"창원시 의창구","2","자동차","서울","42","1860660","20240101"
"창원시 의창구","2","자동차","전남","4","220000","20240101"
"창원시 의창구","2","주거생활","경기","7","653015","20240101"
"창원시 의창구","2","주거생활","경남","2255","172067938","20240101"
"창원시 의창구","2","주거생활","경북","9","214610","20240101"
"창원시 의창구","2","주거생활","부산","23","2258824","20240101"
"창원시 의창구","2","주거생활","서울","4","172480","20240101"
"창원시 의창구","2","주거생활","울산","4","176900","20240101"
"창원시 의창구","2","주거생활","전북","3","13530","20240101"
"창원시 의창구","2","주거생활","충남","3","285340","20240101"
"창원시 의창구","3","교육","경기","7","204000","20240101"
"창원시 의창구","3","교육","경남","4729","383592253","20240101"
"창원시 의창구","3","교육","부산","9","51850","20240101"
"창원시 의창구","3","교육","서울","11","169870","20240101"
"창원시 의창구","3","교육","울산","5","1280000","20240101"
"창원시 의창구","3","기타","경남","2671","176801633","20240101"
"창원시 의창구","3","기타","부산","10","1881310","20240101"
"창원시 의창구","3","기타","서울","153","7451679","20240101"
"창원시 의창구","3","기타","충남","3","524700","20240101"
"창원시 의창구","3","내구재","경기","6","838230","20240101"
"창원시 의창구","3","내구재","경남","1833","80766216","20240101"
"창원시 의창구","3","내구재","경북","26","8430","20240101"
"창원시 의창구","3","내구재","대구","3","350","20240101"
"창원시 의창구","3","내구재","부산","239","76060","20240101"
"창원시 의창구","3","내구재","서울","13","980","20240101"
"창원시 의창구","3","내구재","울산","11","21560","20240101"
"창원시 의창구","3","내구재","전남","3","10400","20240101"
"창원시 의창구","3","내구재","충남","3","300","20240101"
"창원시 의창구","3","레포츠/문화/취미","강원","14","92300","20240101"
"창원시 의창구","3","레포츠/문화/취미","경기","94","510300","20240101"
"창원시 의창구","3","레포츠/문화/취미","경남","14517","295275793","20240101"
"창원시 의창구","3","레포츠/문화/취미","경북","680","82620500","20240101"
"창원시 의창구","3","레포츠/문화/취미","대구","143","4634800","20240101"
"창원시 의창구","3","레포츠/문화/취미","대전","34","139800","20240101"
"창원시 의창구","3","레포츠/문화/취미","부산","497","3577400","20240101"
"창원시 의창구","3","레포츠/문화/취미","서울","101","997600","20240101"
"창원시 의창구","3","레포츠/문화/취미","울산","47","3229500","20240101"
"창원시 의창구","3","레포츠/문화/취미","인천","38","367100","20240101"
"창원시 의창구","3","레포츠/문화/취미","전남","24","138200","20240101"
"창원시 의창구","3","레포츠/문화/취미","전북","15","94700","20240101"
"창원시 의창구","3","레포츠/문화/취미","제주","14","41200","20240101"
"창원시 의창구","3","레포츠/문화/취미","충남","3","7200","20240101"
"창원시 의창구","3","레포츠/문화/취미","충북","44","288600","20240101"
"창원시 의창구","3","서비스","경기","12","174500","20240101"
"창원시 의창구","3","서비스","경남","4165","97368690","20240101"
"창원시 의창구","3","서비스","경북","9","24105","20240101"
"창원시 의창구","3","서비스","대구","46","223580","20240101"
"창원시 의창구","3","서비스","부산","96","151300","20240101"
"창원시 의창구","3","서비스","서울","24","88700","20240101"
"창원시 의창구","3","서비스","울산","9","72440","20240101"
"창원시 의창구","3","서비스","전남","10","7330","20240101"
"창원시 의창구","3","서비스","전북","8","33500","20240101"
"창원시 의창구","3","서비스","제주","4","4800","20240101"
"창원시 의창구","3","식생활","강원","10","60000","20240101"
"창원시 의창구","3","식생활","경기","276","8606350","20240101"
"창원시 의창구","3","식생활","경남","163107","3782941836","20240101"
"창원시 의창구","3","식생활","경북","101","1428300","20240101"
"창원시 의창구","3","식생활","광주","67","1314000","20240101"
"창원시 의창구","3","식생활","대구","242","5933210","20240101"
"창원시 의창구","3","식생활","대전","17","324900","20240101"
"창원시 의창구","3","식생활","부산","2958","70853365","20240101"
"창원시 의창구","3","식생활","서울","516","15668940","20240101"
"창원시 의창구","3","식생활","세종","16","239500","20240101"
"창원시 의창구","3","식생활","울산","117","8049380","20240101"
"창원시 의창구","3","식생활","인천","80","1324800","20240101"
"창원시 의창구","3","식생활","전남","23","156300","20240101"
"창원시 의창구","3","식생활","충남","19","202400","20240101"
"창원시 의창구","3","식생활","충북","20","284300","20240101"
"창원시 의창구","3","여행","경기","18","1093000","20240101"
"창원시 의창구","3","여행","경남","733","26694200","20240101"
"창원시 의창구","3","여행","부산","42","1896700","20240101"
"창원시 의창구","3","여행","서울","13","715000","20240101"
"창원시 의창구","3","여행","인천","6","550000","20240101"
"창원시 의창구","3","유통","강원","17","123550","20240101"
"창원시 의창구","3","유통","경기","1709","12322410","20240101"
"창원시 의창구","3","유통","경남","183669","2811357352","20240101"
"창원시 의창구","3","유통","경북","874","6878920","20240101"
"창원시 의창구","3","유통","광주","48","400200","20240101"
"창원시 의창구","3","유통","대구","997","6720530","20240101"
"창원시 의창구","3","유통","대전","394","2482880","20240101"
"창원시 의창구","3","유통","부산","5841","42012680","20240101"
"창원시 의창구","3","유통","서울","2032","16777330","20240101"
"창원시 의창구","3","유통","세종","61","432740","20240101"
"창원시 의창구","3","유통","울산","269","1930750","20240101"
"창원시 의창구","3","유통","인천","409","2963270","20240101"
"창원시 의창구","3","유통","전남","205","2041280","20240101"
"창원시 의창구","3","유통","전북","32","587590","20240101"
"창원시 의창구","3","유통","제주","95","1063980","20240101"
"창원시 의창구","3","유통","충남","66","1092590","20240101"
"창원시 의창구","3","유통","충북","93","741620","20240101"
"창원시 의창구","3","유흥","경남","2426","171463825","20240101"
"창원시 의창구","3","유흥","대구","3","11000","20240101"
"창원시 의창구","3","유흥","대전","4","51000","20240101"
"창원시 의창구","3","유흥","부산","17","90000","20240101"
"창원시 의창구","3","유흥","충북","3","255000","20240101"
"창원시 의창구","3","의료/미용","강원","9","7293300","20240101"
"창원시 의창구","3","의료/미용","경기","38","2187690","20240101"
"창원시 의창구","3","의료/미용","경남","60694","2680979373","20240101"
"창원시 의창구","3","의료/미용","경북","6","6135070","20240101"
"창원시 의창구","3","의료/미용","대구","6","1113300","20240101"
"창원시 의창구","3","의료/미용","부산","326","25079010","20240101"
"창원시 의창구","3","의료/미용","서울","74","4223050","20240101"
"창원시 의창구","3","의료/미용","울산","17","236350","20240101"
"창원시 의창구","3","의료/미용","인천","3","76300","20240101"
"창원시 의창구","3","의료/미용","전남","3","83200","20240101"
"창원시 의창구","3","의료/미용","충북","7","76100","20240101"
"창원시 의창구","3","의생활","경남","1339","102780060","20240101"
"창원시 의창구","3","의생활","충북","3","48000","20240101"
"창원시 의창구","3","자동차","경기","25","329000","20240101"
"창원시 의창구","3","자동차","경남","32855","1941437032","20240101"
"창원시 의창구","3","자동차","경북","3","140000","20240101"
"창원시 의창구","3","자동차","대구","33","1634057","20240101"
"창원시 의창구","3","자동차","대전","6","361685","20240101"
"창원시 의창구","3","자동차","부산","115","3435737","20240101"
"창원시 의창구","3","자동차","서울","31","1520295","20240101"
"창원시 의창구","3","자동차","인천","3","103000","20240101"
"창원시 의창구","3","자동차","충북","3","527850","20240101"
"창원시 의창구","3","주거생활","경기","30","1031180","20240101"
"창원시 의창구","3","주거생활","경남","2705","241141251","20240101"
"창원시 의창구","3","주거생활","경북","9","358050","20240101"
"창원시 의창구","3","주거생활","광주","3","439100","20240101"
"창원시 의창구","3","주거생활","부산","22","912930","20240101"
"창원시 의창구","3","주거생활","서울","13","265350","20240101"
"창원시 의창구","3","주거생활","전남","3","268620","20240101"
"창원시 의창구","3","주거생활","제주","3","46930","20240101"
"창원시 의창구","4","교육","경기","5","136000","20240101"
"창원시 의창구","4","교육","경남","4590","441904880","20240101"
"창원시 의창구","4","교육","부산","3","24000","20240101"
"창원시 의창구","4","교육","서울","9","177770","20240101"
"창원시 의창구","4","기타","경남","2584","148395862","20240101"
"창원시 의창구","4","기타","부산","3","170500","20240101"
"창원시 의창구","4","기타","서울","185","11358321","20240101"
"창원시 의창구","4","내구재","경남","1780","76817827","20240101"
"창원시 의창구","4","내구재","경북","12","2240","20240101"
"창원시 의창구","4","내구재","광주","4","1400","20240101"
"창원시 의창구","4","내구재","대구","8","15600","20240101"
"창원시 의창구","4","내구재","대전","3","651100","20240101"
"창원시 의창구","4","내구재","부산","346","218820","20240101"
"창원시 의창구","4","내구재","서울","10","34400","20240101"
"창원시 의창구","4","내구재","울산","10","1400","20240101"
"창원시 의창구","4","내구재","전남","7","1350","20240101"
"창원시 의창구","4","레포츠/문화/취미","강원","14","64700","20240101"
"창원시 의창구","4","레포츠/문화/취미","경기","144","1337200","20240101"
"창원시 의창구","4","레포츠/문화/취미","경남","13593","257337296","20240101"
"창원시 의창구","4","레포츠/문화/취미","경북","623","85928200","20240101"
"창원시 의창구","4","레포츠/문화/취미","광주","9","49500","20240101"
"창원시 의창구","4","레포츠/문화/취미","대구","84","8113500","20240101"
"창원시 의창구","4","레포츠/문화/취미","대전","24","94500","20240101"
"창원시 의창구","4","레포츠/문화/취미","부산","359","2582500","20240101"
"창원시 의창구","4","레포츠/문화/취미","서울","93","2282600","20240101"
"창원시 의창구","4","레포츠/문화/취미","세종","16","80200","20240101"
"창원시 의창구","4","레포츠/문화/취미","울산","21","427200","20240101"
"창원시 의창구","4","레포츠/문화/취미","인천","27","132300","20240101"
"창원시 의창구","4","레포츠/문화/취미","전남","3","5000","20240101"
"창원시 의창구","4","레포츠/문화/취미","전북","3","13000","20240101"
"창원시 의창구","4","레포츠/문화/취미","제주","13","33800","20240101"
"창원시 의창구","4","레포츠/문화/취미","충남","19","146700","20240101"
"창원시 의창구","4","레포츠/문화/취미","충북","7","37300","20240101"
"창원시 의창구","4","서비스","강원","3","38300","20240101"
"창원시 의창구","4","서비스","경기","15","144750","20240101"
"창원시 의창구","4","서비스","경남","4193","92880265","20240101"
"창원시 의창구","4","서비스","경북","19","261220","20240101"
"창원시 의창구","4","서비스","대구","18","199630","20240101"
"창원시 의창구","4","서비스","대전","4","16500","20240101"
"창원시 의창구","4","서비스","부산","76","150015","20240101"
"창원시 의창구","4","서비스","서울","36","140620","20240101"
"창원시 의창구","4","서비스","울산","3","28200","20240101"
"창원시 의창구","4","서비스","전남","3","19000","20240101"
"창원시 의창구","4","서비스","전북","4","11000","20240101"
"창원시 의창구","4","서비스","제주","4","25000","20240101"
"창원시 의창구","4","서비스","충남","3","20500","20240101"
"창원시 의창구","4","서비스","충북","4","10000","20240101"
"창원시 의창구","4","식생활","강원","76","6212900","20240101"
"창원시 의창구","4","식생활","경기","375","8748796","20240101"
"창원시 의창구","4","식생활","경남","162037","3713088532","20240101"
"창원시 의창구","4","식생활","경북","167","2457600","20240101"
"창원시 의창구","4","식생활","광주","14","390200","20240101"
"창원시 의창구","4","식생활","대구","205","4222300","20240101"
"창원시 의창구","4","식생활","대전","49","1046300","20240101"
"창원시 의창구","4","식생활","부산","3210","97239884","20240101"
"창원시 의창구","4","식생활","서울","536","15317520","20240101"
"창원시 의창구","4","식생활","세종","6","177400","20240101"
"창원시 의창구","4","식생활","울산","118","7446380","20240101"
"창원시 의창구","4","식생활","인천","114","2503700","20240101"
"창원시 의창구","4","식생활","전남","13","65200","20240101"
"창원시 의창구","4","식생활","전북","6","43000","20240101"
"창원시 의창구","4","식생활","제주","7","89300","20240101"
"창원시 의창구","4","식생활","충남","17","144600","20240101"
"창원시 의창구","4","식생활","충북","7","49700","20240101"
"창원시 의창구","4","여행","경기","16","1250000","20240101"
"창원시 의창구","4","여행","경남","705","25470800","20240101"
"창원시 의창구","4","여행","대전","6","410000","20240101"
"창원시 의창구","4","여행","부산","19","926000","20240101"
"창원시 의창구","4","여행","서울","9","1712000","20240101"
"창원시 의창구","4","여행","인천","3","400000","20240101"
"창원시 의창구","4","유통","강원","46","301110","20240101"
"창원시 의창구","4","유통","경기","1633","10748570","20240101"
"창원시 의창구","4","유통","경남","181709","2635509670","20240101"
"창원시 의창구","4","유통","경북","806","5591170","20240101"
"창원시 의창구","4","유통","광주","108","820700","20240101"
"창원시 의창구","4","유통","대구","844","6166300","20240101"
"창원시 의창구","4","유통","대전","381","2831900","20240101"
"창원시 의창구","4","유통","부산","6059","42100240","20240101"
"창원시 의창구","4","유통","서울","1859","18642860","20240101"
"창원시 의창구","4","유통","세종","43","267780","20240101"
"창원시 의창구","4","유통","울산","254","2520020","20240101"
"창원시 의창구","4","유통","인천","383","3021510","20240101"
"창원시 의창구","4","유통","전남","107","776690","20240101"
"창원시 의창구","4","유통","전북","17","128050","20240101"
"창원시 의창구","4","유통","제주","126","612540","20240101"
"창원시 의창구","4","유통","충남","89","262850","20240101"
"창원시 의창구","4","유통","충북","112","1142320","20240101"
"창원시 의창구","4","유흥","경남","2449","166091100","20240101"
"창원시 의창구","4","유흥","대구","3","111000","20240101"
"창원시 의창구","4","유흥","부산","12","56000","20240101"
"창원시 의창구","4","유흥","전북","4","665000","20240101"
"창원시 의창구","4","유흥","충북","3","120000","20240101"
"창원시 의창구","4","의료/미용","강원","3","45100","20240101"
"창원시 의창구","4","의료/미용","경기","24","581480","20240101"
"창원시 의창구","4","의료/미용","경남","58650","2655738262","20240101"
"창원시 의창구","4","의료/미용","경북","7","202900","20240101"
"창원시 의창구","4","의료/미용","대구","33","4834280","20240101"
"창원시 의창구","4","의료/미용","대전","6","10500","20240101"
"창원시 의창구","4","의료/미용","부산","309","10148790","20240101"
"창원시 의창구","4","의료/미용","서울","90","1031190","20240101"
"창원시 의창구","4","의료/미용","인천","6","98650","20240101"
"창원시 의창구","4","의료/미용","전남","6","134310","20240101"
"창원시 의창구","4","의료/미용","충남","6","234400","20240101"
"창원시 의창구","4","의료/미용","충북","6","385430","20240101"
"창원시 의창구","4","의생활","경남","1413","106345060","20240101"
"창원시 의창구","4","의생활","부산","6","310500","20240101"
"창원시 의창구","4","의생활","전남","4","129000","20240101"
"창원시 의창구","4","자동차","경기","6","241795","20240101"
"창원시 의창구","4","자동차","경남","32577","1880980511","20240101"
"창원시 의창구","4","자동차","경북","11","486000","20240101"
"창원시 의창구","4","자동차","대구","12","521049","20240101"
"창원시 의창구","4","자동차","부산","79","2357181","20240101"
"창원시 의창구","4","자동차","서울","33","1492776","20240101"
"창원시 의창구","4","주거생활","강원","3","88220","20240101"
"창원시 의창구","4","주거생활","경기","15","1251500","20240101"
"창원시 의창구","4","주거생활","경남","2549","209049533","20240101"
"창원시 의창구","4","주거생활","대구","3","247060","20240101"
"창원시 의창구","4","주거생활","대전","7","490937","20240101"
"창원시 의창구","4","주거생활","부산","18","637780","20240101"
"창원시 의창구","4","주거생활","서울","13","460856","20240101"
"창원시 의창구","4","주거생활","인천","10","692430","20240101"
"창원시 의창구","4","주거생활","전북","3","70290","20240101"
"창원시 의창구","4","주거생활","충남","4","231825","20240101"
"창원시 의창구","4","주거생활","충북","3","59300","20240101"
